seller_id,last_login,device,failed_logins,ip_country
S105428,2022-10-02,Desktop,4,UK
S105429,2026-04-01,Tablet,4,India
S105430,2023-03-07,Tablet,4,Canada
S105431,2025-03-20,Mobile,8,Canada
S105432,2026-01-02,Tablet,2,Canada
S105433,2025-07-10,Mobile,3,Germany
S105434,2022-07-16,Desktop,6,USA
S105435,2024-08-14,Tablet,5,Australia
S105436,2024-11-19,Mobile,3,Australia
S105437,2025-01-22,Mobile,3,Canada
S105438,2022-10-25,Mobile,8,Australia
S105439,2023-01-19,Mobile,1,Australia
S105440,2025-06-08,Mobile,8,Germany
S105441,2026-04-29,Tablet,4,Canada
S105442,2025-04-02,Mobile,5,Australia
S105443,2024-06-22,Tablet,3,India
S105444,2022-09-25,Desktop,3,Canada
S105445,2023-07-29,Tablet,3,Germany
S105446,2024-10-13,Mobile,4,Canada
S105447,2022-03-06,Mobile,8,Australia
S105448,2023-09-21,Tablet,2,Singapore
S105449,2022-05-12,Desktop,1,Australia
S105450,2024-02-05,Tablet,7,Germany
S105451,2023-04-30,Tablet,3,USA
S105452,2024-08-24,Desktop,8,Singapore
S105453,2024-01-20,Desktop,5,Germany
S105454,2024-05-08,Tablet,8,USA
S105455,2023-10-29,Mobile,8,Germany
S105456,2025-03-16,Tablet,0,Singapore
S105457,2024-02-03,Mobile,7,Canada
S105458,2023-04-25,Desktop,7,Germany
S105459,2026-07-24,Tablet,0,Australia
S105460,2022-10-05,Tablet,5,Canada
S105461,2026-07-25,Desktop,7,UK
S105462,2022-02-25,Desktop,0,Australia
S105463,2022-07-25,Tablet,6,Singapore
S105464,2022-06-05,Tablet,0,Singapore
S105465,2024-03-06,Tablet,0,Australia
S105466,2024-09-02,Desktop,5,Canada
S105467,2023-11-17,Mobile,1,USA
S105468,2025-01-30,Tablet,5,Germany
S105469,2024-04-16,Mobile,6,Germany
S105470,2022-10-29,Tablet,0,USA
S105471,2023-01-12,Mobile,5,Singapore
S105472,2025-06-05,Tablet,6,Germany
S105473,2025-07-12,Desktop,1,Germany
S105474,2025-12-04,Tablet,2,Australia
S105475,2023-07-19,Desktop,7,Australia
S105476,2024-04-15,Desktop,5,India
S105477,2022-10-01,Tablet,4,UK
S105478,2024-06-01,Tablet,3,USA
S105479,2024-05-18,Mobile,8,Singapore
S105480,2024-09-16,Tablet,4,Singapore
S105481,2024-02-04,Tablet,7,UK
S105482,2023-09-26,Desktop,6,India
S105483,2023-09-26,Desktop,6,USA
S105484,2026-03-28,Mobile,2,UK
S105485,2023-09-15,Desktop,1,USA
S105486,2023-10-19,Tablet,5,USA
S105487,2024-02-13,Desktop,2,USA
S105488,2022-08-07,Tablet,2,Germany
S105489,2025-12-06,Desktop,6,Germany
S105490,2025-01-10,Desktop,5,USA
S105491,2025-10-02,Tablet,3,Australia
S105492,2026-02-16,Mobile,0,Germany
S105493,2025-01-21,Mobile,3,Singapore
S105494,2023-03-27,Mobile,4,Canada
S105495,2025-01-26,Desktop,5,Germany
S105496,2025-01-13,Tablet,7,Australia
S105497,2026-06-16,Tablet,0,UK
S105498,2024-12-07,Mobile,5,UK
S105499,2024-07-05,Tablet,1,India
S105500,2025-09-19,Mobile,6,Canada
S105501,2024-10-08,Desktop,7,India
S105502,2023-03-08,Desktop,4,Singapore
S105503,2026-04-11,Tablet,5,India
S105504,2022-04-09,Mobile,2,India
S105505,2024-12-09,Tablet,6,USA
S105506,2025-05-09,Desktop,8,Germany
S105507,2025-07-21,Desktop,8,Australia
S105508,2022-08-15,Tablet,8,Singapore
S105509,2024-01-24,Tablet,3,UK
S105510,2022-07-28,Tablet,3,Canada
S105511,2024-09-17,Mobile,1,Australia
S105512,2023-12-14,Desktop,7,Germany
S105513,2025-08-12,Tablet,8,USA
S105514,2024-06-16,Tablet,7,USA
S105515,2025-08-12,Desktop,8,Australia
S105516,2022-10-15,Desktop,8,Australia
S105517,2026-02-02,Desktop,7,Germany
S105518,2025-03-01,Tablet,4,Singapore
S105519,2024-02-08,Tablet,3,USA
S105520,2023-12-25,Desktop,5,UK
S105521,2023-07-13,Desktop,0,Canada
S105522,2023-01-03,Mobile,8,UK
S105523,2024-08-26,Desktop,0,Germany
S105524,2023-09-15,Tablet,8,Singapore
S105525,2023-02-03,Desktop,4,Singapore
S105526,2025-05-22,Mobile,3,Singapore
S105527,2022-12-23,Mobile,3,Australia
S105528,2024-11-11,Tablet,7,Singapore
S105529,2022-05-04,Desktop,3,UK
S105530,2024-02-08,Mobile,3,Germany
S105531,2023-12-06,Tablet,5,Australia
S105532,2022-05-18,Tablet,2,UK
S105533,2026-04-01,Mobile,5,UK
S105534,2024-05-03,Desktop,3,USA
S105535,2026-07-24,Tablet,5,Australia
S105536,2023-08-26,Desktop,3,Canada
S105537,2025-09-11,Tablet,8,UK
S105538,2025-08-11,Desktop,6,India
S105539,2026-01-18,Tablet,6,USA
S105540,2022-05-04,Tablet,1,USA
S105541,2024-07-17,Mobile,0,UK
S105542,2023-08-01,Mobile,8,India
S105543,2023-03-23,Tablet,7,Australia
S105544,2023-09-25,Desktop,3,Canada
S105545,2023-11-19,Mobile,0,Germany
S105546,2024-10-26,Desktop,4,UK
S105547,2022-01-23,Tablet,4,Germany
S105548,2025-05-16,Desktop,3,India
S105549,2025-04-05,Desktop,1,UK
S105550,2022-04-27,Desktop,5,USA
S105551,2022-08-17,Tablet,1,UK
S105552,2024-09-28,Mobile,2,Singapore
S105553,2026-03-04,Tablet,1,UK
S105554,2024-07-29,Desktop,1,Canada
S105555,2025-07-24,Tablet,6,Canada
S105556,2023-06-30,Mobile,7,India
S105557,2025-10-27,Mobile,4,Singapore
S105558,2025-09-19,Mobile,3,Germany
S105559,2026-03-29,Mobile,3,India
S105560,2023-12-03,Mobile,2,Singapore
S105561,2023-04-19,Mobile,2,Singapore
S105562,2025-10-19,Tablet,6,Australia
S105563,2024-04-04,Mobile,6,Australia
S105564,2022-06-30,Tablet,5,USA
S105565,2024-11-21,Desktop,2,Singapore
S105566,2023-08-04,Tablet,6,India
S105567,2022-12-09,Mobile,8,UK
S105568,2024-02-19,Tablet,6,India
S105569,2025-09-23,Mobile,6,Canada
S105570,2025-08-21,Tablet,4,UK
S105571,2023-08-10,Desktop,3,UK
S105572,2025-04-07,Tablet,5,USA
S105573,2024-02-21,Tablet,7,Australia
S105574,2025-05-09,Mobile,5,UK
S105575,2022-05-02,Tablet,8,Australia
S105576,2023-11-09,Desktop,5,UK
S105577,2026-04-03,Mobile,6,Singapore
S105578,2024-01-29,Desktop,0,Australia
S105579,2026-07-04,Desktop,8,UK
S105580,2024-03-14,Tablet,8,Singapore
S105581,2026-03-07,Tablet,8,Germany
S105582,2024-10-01,Desktop,3,Canada
S105583,2022-04-01,Tablet,0,Canada
S105584,2022-12-13,Desktop,8,Australia
S105585,2023-05-19,Tablet,4,India
S105586,2024-10-29,Tablet,8,Australia
S105587,2024-09-08,Mobile,1,USA
S105588,2023-09-05,Mobile,3,Australia
S105589,2023-05-18,Desktop,3,Australia
S105590,2022-06-19,Tablet,8,Singapore
S105591,2023-01-26,Mobile,6,India
S105592,2024-08-17,Mobile,3,UK
S105593,2024-12-30,Desktop,5,Germany
S105594,2024-10-15,Tablet,4,UK
S105595,2025-07-11,Mobile,3,Canada
S105596,2026-02-11,Tablet,1,Canada
S105597,2025-03-11,Mobile,5,Singapore
S105598,2025-11-04,Mobile,6,Singapore
S105599,2025-03-18,Tablet,1,Singapore
S105600,2026-02-06,Desktop,1,UK
S105601,2024-08-18,Tablet,6,Singapore
S105602,2022-11-08,Desktop,5,India
S105603,2022-06-10,Desktop,8,India
S105604,2023-04-21,Tablet,0,Australia
S105605,2024-04-15,Tablet,6,USA
S105606,2023-09-22,Tablet,5,Canada
S105607,2022-12-24,Tablet,4,Germany
S105608,2023-04-28,Tablet,1,USA
S105609,2026-05-11,Mobile,4,Germany
S105610,2022-05-16,Mobile,0,Germany
S105611,2024-12-30,Mobile,7,Australia
S105612,2026-03-06,Tablet,2,Germany
S105613,2024-09-12,Desktop,7,UK
S105614,2023-11-20,Desktop,1,India
S105615,2024-01-28,Mobile,1,Australia
S105616,2026-07-21,Desktop,0,UK
S105617,2025-03-10,Tablet,0,USA
S105618,2025-03-29,Tablet,4,Germany
S105619,2025-07-30,Desktop,5,Germany
S105620,2023-01-17,Tablet,4,Singapore
S105621,2022-01-25,Desktop,1,USA
S105622,2026-07-07,Mobile,4,Singapore
S105623,2023-04-05,Tablet,6,UK
S105624,2024-01-13,Desktop,7,UK
S105625,2022-03-14,Tablet,7,Germany
S105626,2023-06-06,Desktop,2,Germany
S105627,2023-08-13,Tablet,7,Canada
S105628,2025-07-03,Mobile,3,Germany
S105629,2023-11-02,Desktop,0,Australia
S105630,2022-02-20,Mobile,5,Singapore
S105631,2024-03-30,Mobile,2,Australia
S105632,2024-09-14,Mobile,6,USA
S105633,2023-08-27,Desktop,2,UK
S105634,2023-03-04,Desktop,4,Canada
S105635,2024-06-09,Mobile,0,USA
S105636,2022-07-16,Desktop,7,Singapore
S105637,2026-02-03,Tablet,5,Germany
S105638,2025-07-18,Mobile,3,Singapore
S105639,2022-07-31,Desktop,0,Australia
S105640,2022-01-27,Desktop,8,Canada
S105641,2023-04-07,Mobile,4,India
S105642,2025-06-14,Desktop,7,UK
S105643,2023-01-27,Tablet,7,Australia
S105644,2024-04-10,Desktop,3,Singapore
S105645,2023-02-23,Desktop,4,Canada
S105646,2024-09-13,Mobile,6,Canada
S105647,2022-05-18,Mobile,0,India
S105648,2024-10-15,Mobile,0,Germany
S105649,2024-06-26,Mobile,6,USA
S105650,2023-05-28,Mobile,1,Germany
S105651,2025-12-09,Mobile,6,USA
S105652,2025-12-24,Mobile,0,Germany
S105653,2024-11-16,Mobile,2,USA
S105654,2024-11-12,Tablet,3,India
S105655,2026-03-15,Mobile,6,Australia
S105656,2023-02-20,Mobile,5,India
S105657,2023-01-10,Desktop,7,Germany
S105658,2022-06-03,Mobile,5,Canada
S105659,2025-01-06,Tablet,5,UK
S105660,2022-09-25,Desktop,1,India
S105661,2024-03-24,Mobile,0,Australia
S105662,2025-02-19,Desktop,4,USA
S105663,2025-03-13,Mobile,5,Germany
S105664,2022-08-05,Tablet,2,India
S105665,2025-07-14,Desktop,0,India
S105666,2022-09-01,Tablet,7,UK
S105667,2024-10-28,Desktop,3,India
S105668,2025-03-29,Desktop,6,Australia
S105669,2025-06-04,Mobile,1,Canada
S105670,2025-03-10,Mobile,4,Canada
S105671,2023-02-12,Desktop,8,India
S105672,2022-05-20,Desktop,6,Singapore
S105673,2024-01-12,Mobile,8,Germany
S105674,2022-11-11,Desktop,5,Singapore
S105675,2023-03-25,Mobile,5,Singapore
S105676,2022-10-06,Mobile,5,USA
S105677,2025-05-12,Desktop,6,Australia
S105678,2025-06-18,Desktop,6,India
S105679,2023-04-21,Tablet,3,Germany
S105680,2022-06-21,Mobile,3,Canada
S105681,2026-06-07,Desktop,3,Germany
S105682,2026-06-18,Desktop,5,UK
S105683,2022-05-29,Mobile,0,Canada
S105684,2026-03-11,Mobile,2,India
S105685,2023-08-07,Desktop,0,Singapore
S105686,2025-11-07,Mobile,4,USA
S105687,2023-12-28,Tablet,8,Germany
S105688,2023-10-28,Mobile,1,Australia
S105689,2024-09-30,Tablet,5,Germany
S105690,2025-07-21,Desktop,4,Canada
S105691,2023-11-26,Mobile,8,Germany
S105692,2024-03-05,Tablet,2,Canada
S105693,2026-02-26,Desktop,3,Singapore
S105694,2024-11-17,Mobile,2,India
S105695,2023-07-19,Tablet,3,Singapore
S105696,2024-11-26,Mobile,3,India
S105697,2025-06-09,Mobile,0,Germany
S105698,2023-02-05,Desktop,8,UK
S105699,2025-06-11,Tablet,1,Germany
S105700,2024-05-22,Mobile,3,Singapore
S105701,2022-12-29,Tablet,3,Canada
S105702,2023-11-14,Desktop,0,USA
S105703,2022-12-15,Desktop,0,Germany
S105704,2025-07-25,Tablet,8,Canada
S105705,2022-03-16,Desktop,0,Singapore
S105706,2025-04-25,Desktop,1,Germany
S105707,2025-09-09,Desktop,5,India
S105708,2023-02-09,Mobile,7,Germany
S105709,2024-08-16,Tablet,1,India
S105710,2024-03-09,Desktop,4,USA
S105711,2024-06-13,Mobile,7,Germany
S105712,2022-05-26,Mobile,1,Canada
S105713,2023-03-08,Mobile,0,India
S105714,2022-12-19,Tablet,2,USA
S105715,2026-05-08,Mobile,2,UK
S105716,2025-10-25,Tablet,3,USA
S105717,2022-12-02,Mobile,4,Canada
S105718,2023-04-18,Tablet,7,Germany
S105719,2022-05-11,Mobile,4,UK
S105720,2024-09-13,Desktop,1,UK
S105721,2024-11-03,Tablet,2,Singapore
S105722,2023-10-10,Tablet,3,India
S105723,2024-11-12,Tablet,7,USA
S105724,2024-06-20,Mobile,6,India
S105725,2023-09-03,Desktop,2,UK
S105726,2024-09-04,Mobile,4,Germany
S105727,2026-01-29,Tablet,1,USA
S105728,2022-08-16,Desktop,0,Canada
S105729,2024-08-23,Mobile,6,UK
S105730,2022-04-29,Mobile,7,UK
S105731,2025-09-09,Mobile,0,USA
S105732,2026-05-13,Tablet,2,Singapore
S105733,2022-05-19,Tablet,1,India
S105734,2023-12-20,Desktop,3,USA
S105735,2025-09-09,Mobile,4,Australia
S105736,2024-11-18,Mobile,5,Singapore
S105737,2022-08-07,Mobile,7,USA
S105738,2023-07-16,Desktop,8,Singapore
S105739,2024-07-15,Mobile,7,Germany
S105740,2024-04-29,Desktop,8,Australia
S105741,2022-01-09,Mobile,6,USA
S105742,2023-10-23,Mobile,6,Canada
S105743,2022-11-13,Desktop,6,USA
S105744,2025-08-22,Mobile,5,Canada
S105745,2022-03-20,Tablet,7,UK
S105746,2025-09-05,Desktop,1,UK
S105747,2026-05-14,Desktop,6,UK
S105748,2022-09-20,Mobile,6,UK
S105749,2022-11-02,Desktop,5,India
S105750,2025-11-23,Desktop,6,Canada
S105751,2023-04-24,Tablet,6,Singapore
S105752,2026-06-30,Mobile,8,Canada
S105753,2022-08-31,Desktop,7,Germany
S105754,2023-09-24,Tablet,4,USA
S105755,2026-07-15,Desktop,6,UK
S105756,2023-04-09,Desktop,6,India
S105757,2026-04-13,Desktop,0,Australia
S105758,2024-01-02,Tablet,6,Germany
S105759,2024-04-12,Mobile,6,India
S105760,2022-01-26,Tablet,6,India
S105761,2022-03-04,Mobile,2,Singapore
S105762,2025-05-05,Desktop,0,USA
S105763,2024-08-09,Mobile,3,Canada
S105764,2024-10-09,Tablet,1,Germany
S105765,2025-09-20,Tablet,3,Germany
S105766,2022-08-21,Tablet,5,India
S105767,2026-01-28,Desktop,5,Singapore
S105768,2022-06-14,Tablet,0,UK
S105769,2022-01-17,Tablet,7,India
S105770,2024-07-29,Mobile,1,Canada
S105771,2024-08-08,Desktop,7,Australia
S105772,2026-05-08,Desktop,2,India
S105773,2023-06-28,Tablet,8,USA
S105774,2022-12-16,Tablet,3,UK
S105775,2025-04-20,Mobile,7,Singapore
S105776,2022-09-30,Tablet,4,Canada
S105777,2022-01-02,Tablet,4,India
S105778,2026-07-18,Tablet,3,UK
S105779,2024-03-08,Tablet,8,Australia
S105780,2022-06-05,Mobile,2,India
S105781,2024-10-01,Mobile,1,Canada
S105782,2025-02-13,Desktop,0,USA
S105783,2026-05-24,Mobile,5,USA
S105784,2023-06-04,Tablet,8,Germany
S105785,2022-11-04,Mobile,6,India
S105786,2023-07-10,Tablet,8,Germany
S105787,2025-01-30,Mobile,0,India
S105788,2024-05-26,Tablet,1,India
S105789,2023-03-14,Desktop,0,Canada
S105790,2025-05-25,Mobile,3,Australia
S105791,2024-08-22,Tablet,1,Germany
S105792,2025-03-16,Mobile,7,Canada
S105793,2025-02-25,Desktop,0,Australia
S105794,2026-05-09,Desktop,1,India
S105795,2026-06-09,Mobile,4,Germany
S105796,2026-01-12,Mobile,1,USA
S105797,2024-04-06,Desktop,5,UK
S105798,2023-06-08,Desktop,6,India
S105799,2025-12-17,Tablet,4,Singapore
S105800,2022-02-08,Mobile,3,India
S105801,2025-09-06,Tablet,7,UK
S105802,2026-04-30,Tablet,2,India
S105803,2026-06-23,Mobile,0,Canada
S105804,2025-02-13,Tablet,6,UK
S105805,2026-07-29,Tablet,6,USA
S105806,2022-10-15,Mobile,4,Germany
S105807,2026-06-10,Mobile,6,USA
S105808,2025-02-01,Tablet,2,Singapore
S105809,2022-01-20,Mobile,6,India
S105810,2024-01-24,Desktop,8,Canada
S105811,2024-04-06,Tablet,3,Australia
S105812,2025-06-28,Desktop,2,India
S105813,2022-10-26,Mobile,3,USA
S105814,2022-08-01,Desktop,7,Canada
S105815,2025-09-15,Mobile,5,UK
S105816,2023-12-31,Mobile,0,UK
S105817,2026-02-10,Mobile,6,Canada
S105818,2022-02-01,Desktop,7,USA
S105819,2022-07-25,Mobile,8,Singapore
S105820,2022-03-05,Desktop,7,Australia
S105821,2023-03-03,Mobile,6,Germany
S105822,2024-02-14,Tablet,2,Canada
S105823,2026-03-24,Mobile,1,UK
S105824,2024-02-16,Mobile,7,USA
S105825,2022-07-20,Tablet,6,Singapore
S105826,2024-07-19,Mobile,3,USA
S105827,2025-07-07,Mobile,2,USA
S105828,2024-01-05,Desktop,4,Germany
S105829,2025-04-22,Tablet,6,Canada
S105830,2025-09-14,Mobile,2,Australia
S105831,2024-09-11,Tablet,7,Singapore
S105832,2026-06-25,Tablet,3,Singapore
S105833,2023-05-05,Mobile,4,Germany
S105834,2023-11-21,Mobile,2,Canada
S105835,2025-05-30,Tablet,3,Australia
S105836,2022-01-08,Mobile,5,Germany
S105837,2025-12-28,Mobile,2,India
S105838,2024-09-26,Tablet,2,Australia
S105839,2023-12-10,Mobile,7,Singapore
S105840,2026-07-12,Mobile,0,USA
S105841,2025-08-12,Mobile,3,Australia
S105842,2024-04-06,Desktop,8,Australia
S105843,2023-11-01,Tablet,7,India
S105844,2024-07-10,Tablet,5,USA
S105845,2025-11-06,Mobile,3,USA
S105846,2024-12-26,Tablet,0,UK
S105847,2023-03-19,Tablet,5,Germany
S105848,2022-08-24,Desktop,3,India
S105849,2022-09-28,Mobile,1,Singapore
S105850,2024-01-10,Mobile,4,Singapore
S105851,2026-07-15,Desktop,0,India
S105852,2022-12-14,Desktop,6,Canada
S105853,2024-01-15,Tablet,6,Germany
S105854,2023-02-14,Mobile,0,Germany
S105855,2024-10-26,Tablet,7,Singapore
S105856,2026-05-01,Desktop,0,USA
S105857,2024-10-20,Tablet,7,USA
S105858,2026-03-31,Tablet,8,Germany
S105859,2026-03-29,Tablet,2,USA
S105860,2025-01-26,Tablet,3,Australia
S105861,2022-10-29,Desktop,7,Germany
S105862,2024-04-18,Mobile,2,Canada
S105863,2023-08-05,Desktop,7,UK
S105864,2025-07-31,Desktop,2,Canada
S105865,2025-11-04,Desktop,0,USA
S105866,2023-07-13,Mobile,6,USA
S105867,2022-11-20,Mobile,3,Australia
S105868,2023-02-02,Mobile,2,Singapore
S105869,2024-03-16,Tablet,1,UK
S105870,2025-01-13,Mobile,4,Singapore
S105871,2026-07-30,Mobile,0,Australia
S105872,2025-03-14,Mobile,7,Canada
S105873,2025-07-21,Mobile,1,Singapore
S105874,2026-03-25,Tablet,1,Germany
S105875,2025-10-14,Desktop,0,UK
S105876,2025-08-03,Mobile,3,UK
S105877,2025-10-19,Tablet,7,UK
S105878,2022-04-07,Desktop,7,India
S105879,2022-08-11,Desktop,5,UK
S105880,2022-07-24,Desktop,0,UK
S105881,2025-04-16,Tablet,5,Germany
S105882,2023-09-26,Tablet,0,India
S105883,2024-01-17,Desktop,7,Singapore
S105884,2025-10-03,Desktop,2,Singapore
S105885,2022-03-07,Desktop,2,Australia
S105886,2023-10-03,Desktop,4,USA
S105887,2023-03-01,Tablet,2,Germany
S105888,2022-12-09,Desktop,7,USA
S105889,2023-07-04,Desktop,8,Germany
S105890,2023-05-27,Desktop,1,USA
S105891,2023-03-02,Tablet,4,Canada
S105892,2025-05-02,Tablet,1,UK
S105893,2022-02-26,Desktop,1,Canada
S105894,2022-08-03,Mobile,8,India
S105895,2023-11-18,Tablet,6,Singapore
S105896,2022-02-26,Tablet,1,Singapore
S105897,2025-08-23,Mobile,3,UK
S105898,2024-09-12,Mobile,4,USA
S105899,2025-01-28,Mobile,6,Singapore
S105900,2025-11-14,Desktop,8,India
S105901,2024-06-02,Desktop,7,USA
S105902,2023-05-15,Desktop,7,Australia
S105903,2022-11-10,Desktop,6,Germany
S105904,2022-01-25,Tablet,7,Singapore
S105905,2023-12-24,Mobile,1,USA
S105906,2025-12-13,Desktop,3,India
S105907,2023-01-21,Tablet,4,Germany
S105908,2026-03-16,Desktop,7,Germany
S105909,2023-02-05,Mobile,5,Canada
S105910,2023-12-27,Mobile,8,Germany
S105911,2022-11-08,Desktop,1,India
S105912,2023-02-12,Desktop,5,USA
S105913,2025-07-19,Mobile,4,India
S105914,2024-07-23,Tablet,6,UK
S105915,2024-06-02,Tablet,2,Singapore
S105916,2024-02-16,Tablet,2,Canada
S105917,2022-03-24,Tablet,1,Australia
S105918,2023-10-16,Mobile,6,UK
S105919,2024-04-04,Desktop,4,Australia
S105920,2024-10-05,Mobile,5,Singapore
S105921,2024-11-29,Mobile,5,Canada
S105922,2025-12-10,Tablet,3,Australia
S105923,2025-04-23,Mobile,8,USA
S105924,2025-05-28,Tablet,0,Canada
S105925,2025-08-10,Mobile,4,Canada
S105926,2025-01-11,Mobile,0,India
S105927,2025-06-16,Desktop,6,Australia
S105928,2024-08-06,Desktop,3,India
S105929,2024-03-26,Desktop,6,Australia
S105930,2022-08-10,Mobile,2,USA
S105931,2025-10-22,Mobile,6,Singapore
S105932,2023-06-06,Desktop,6,USA
S105933,2024-11-28,Tablet,4,Canada
S105934,2023-09-15,Desktop,2,Singapore
S105935,2026-05-02,Desktop,4,India
S105936,2023-05-18,Desktop,3,Australia
S105937,2022-11-10,Mobile,2,Germany
S105938,2023-11-10,Mobile,6,India
S105939,2025-07-19,Desktop,5,Australia
S105940,2026-06-16,Mobile,5,Australia
S105941,2023-03-13,Tablet,3,UK
S105942,2022-08-04,Mobile,0,Canada
S105943,2024-03-27,Mobile,4,UK
S105944,2023-11-23,Desktop,0,UK
S105945,2022-12-18,Tablet,2,India
S105946,2023-10-18,Mobile,6,Canada
S105947,2024-06-25,Tablet,7,UK
S105948,2022-03-15,Desktop,2,India
S105949,2022-07-27,Desktop,1,UK
S105950,2025-04-24,Tablet,7,USA
S105951,2022-07-12,Mobile,0,India
S105952,2026-05-29,Tablet,0,UK
S105953,2023-06-27,Desktop,5,UK
S105954,2024-07-10,Desktop,5,Australia
S105955,2022-08-20,Mobile,8,Canada
S105956,2022-11-18,Mobile,1,USA
S105957,2023-12-29,Tablet,7,USA
S105958,2025-07-08,Tablet,6,Canada
S105959,2022-02-12,Mobile,1,India
S105960,2022-04-15,Desktop,7,UK
S105961,2025-12-14,Desktop,1,Germany
S105962,2026-06-10,Desktop,5,India
S105963,2026-05-02,Tablet,5,UK
S105964,2022-08-26,Mobile,0,India
S105965,2026-07-13,Desktop,5,USA
S105966,2025-07-12,Desktop,8,USA
S105967,2024-01-13,Tablet,6,USA
S105968,2024-10-23,Tablet,0,Australia
S105969,2026-02-22,Tablet,0,Germany
S105970,2025-07-20,Mobile,2,Singapore
S105971,2022-05-13,Mobile,6,Germany
S105972,2023-01-06,Tablet,7,India
S105973,2024-10-12,Desktop,2,Singapore
S105974,2025-09-01,Tablet,3,Australia
S105975,2025-09-25,Tablet,7,Canada
S105976,2022-05-10,Desktop,4,UK
S105977,2024-11-26,Mobile,7,Canada
S105978,2022-08-27,Mobile,7,Germany
S105979,2023-07-11,Mobile,2,Singapore
S105980,2025-09-04,Desktop,2,Australia
S105981,2024-03-05,Tablet,6,India
S105982,2022-07-23,Mobile,7,Canada
S105983,2022-03-11,Desktop,8,Canada
S105984,2025-11-20,Desktop,2,Germany
S105985,2024-04-13,Mobile,3,Canada
S105986,2023-04-14,Tablet,2,Germany
S105987,2023-06-15,Tablet,8,UK
S105988,2025-04-22,Desktop,2,USA
S105989,2024-03-16,Mobile,4,Singapore
S105990,2026-01-12,Tablet,5,India
S105991,2023-05-30,Desktop,3,UK
S105992,2025-07-11,Mobile,2,USA
S105993,2023-01-27,Desktop,0,India
S105994,2023-04-30,Tablet,6,India
S105995,2025-05-29,Desktop,6,Singapore
S105996,2023-11-07,Mobile,3,Singapore
S105997,2023-04-20,Mobile,0,Singapore
S105998,2023-05-07,Mobile,5,UK
S105999,2022-03-18,Desktop,8,Singapore
S106000,2026-07-10,Desktop,8,Canada
S106001,2023-03-27,Mobile,8,USA
S106002,2026-04-25,Mobile,1,Canada
S106003,2023-06-25,Tablet,1,Singapore
S106004,2023-09-14,Desktop,6,UK
S106005,2026-06-29,Tablet,3,Singapore
S106006,2024-12-30,Desktop,6,Canada
S106007,2022-07-26,Mobile,0,Australia
S106008,2025-12-10,Mobile,6,Germany
S106009,2022-12-11,Mobile,8,USA
S106010,2025-03-12,Desktop,5,Canada
S106011,2026-04-15,Desktop,4,Australia
S106012,2022-08-18,Mobile,8,USA
S106013,2022-05-18,Desktop,3,India
S106014,2022-12-13,Tablet,5,Singapore
S106015,2023-05-11,Desktop,4,Canada
S106016,2024-03-21,Mobile,5,UK
S106017,2023-04-10,Tablet,7,Singapore
S106018,2023-03-22,Tablet,4,Germany
S106019,2022-01-22,Mobile,7,India
S106020,2024-03-09,Mobile,5,USA
S106021,2026-04-19,Tablet,4,Australia
S106022,2024-09-18,Mobile,7,Australia
S106023,2025-05-14,Mobile,5,Canada
S106024,2026-03-09,Tablet,3,UK
S106025,2026-04-24,Desktop,3,UK
S106026,2025-12-16,Mobile,3,India
S106027,2023-07-12,Desktop,3,Australia
S106028,2025-04-27,Mobile,2,Canada
S106029,2022-09-07,Tablet,6,Singapore
S106030,2024-05-08,Desktop,8,India
S106031,2023-03-09,Tablet,7,USA
S106032,2023-02-22,Desktop,6,Australia
S106033,2022-02-01,Desktop,8,Canada
S106034,2022-07-10,Tablet,3,Singapore
S106035,2025-06-20,Tablet,7,UK
S106036,2022-03-31,Desktop,1,UK
S106037,2022-01-29,Tablet,3,India
S106038,2023-03-21,Desktop,6,India
S106039,2024-04-03,Mobile,0,USA
S106040,2022-11-21,Tablet,7,Germany
S106041,2025-05-07,Desktop,4,Canada
S106042,2025-06-24,Tablet,8,Canada
S106043,2023-10-06,Desktop,3,India
S106044,2023-04-22,Mobile,6,Germany
S106045,2024-09-05,Mobile,2,India
S106046,2022-08-04,Mobile,5,India
S106047,2026-07-05,Desktop,8,UK
S106048,2023-01-06,Tablet,3,India
S106049,2026-01-07,Tablet,6,UK
S106050,2022-01-27,Mobile,5,USA
S106051,2024-06-15,Mobile,8,Germany
S106052,2022-03-10,Tablet,8,UK
S106053,2023-10-11,Desktop,6,India
S106054,2023-04-09,Desktop,3,Singapore
S106055,2026-06-05,Mobile,2,UK
S106056,2025-05-17,Desktop,2,Germany
S106057,2023-11-14,Desktop,5,Australia
S106058,2025-01-20,Tablet,8,India
S106059,2025-11-25,Tablet,5,Australia
S106060,2024-02-10,Desktop,0,Germany
S106061,2025-11-12,Tablet,8,Canada
S106062,2023-11-19,Desktop,1,Canada
S106063,2024-01-09,Mobile,8,Australia
S106064,2025-09-08,Tablet,4,Canada
S106065,2022-10-20,Tablet,4,Germany
S106066,2023-01-26,Mobile,5,Singapore
S106067,2025-09-24,Mobile,5,UK
S106068,2024-08-28,Mobile,1,Australia
S106069,2026-06-29,Mobile,5,Australia
S106070,2024-08-02,Mobile,1,UK
S106071,2025-04-04,Desktop,1,India
S106072,2026-05-02,Tablet,2,Singapore
S106073,2022-06-05,Mobile,2,Canada
S106074,2025-02-08,Desktop,6,India
S106075,2023-07-26,Tablet,8,Canada
