seller_id,fraud_flag,risk_score,fraud_reason
S105563,False,60,Fake Address
S105564,False,52,Document Mismatch
S105565,False,14,Document Mismatch
S105566,False,18,Multiple Accounts
S105567,False,31,None
S105568,False,17,Fake Address
S105569,False,17,Document Mismatch
S105570,False,62,Document Mismatch
S105571,True,100,Multiple Accounts
S105572,False,8,Document Mismatch
S105573,False,27,None
S105574,False,22,Multiple Accounts
S105575,False,85,Multiple Accounts
S105576,False,53,Fake Address
S105577,False,72,Multiple Accounts
S105578,False,27,Multiple Accounts
S105579,False,58,None
S105580,False,46,Multiple Accounts
S105581,False,29,Document Mismatch
S105582,False,24,None
S105583,False,38,None
S105584,False,62,Multiple Accounts
S105585,False,38,Multiple Accounts
S105586,False,69,Document Mismatch
S105587,False,81,Fake Address
S105588,False,77,Multiple Accounts
S105589,False,1,None
S105590,False,55,None
S105591,False,78,None
S105592,True,87,None
S105593,False,81,Document Mismatch
S105594,False,56,None
S105595,False,21,Multiple Accounts
S105596,False,51,Fake Address
S105597,False,17,None
S105598,False,4,Document Mismatch
S105599,True,93,Document Mismatch
S105600,False,26,Fake Address
S105601,True,97,Multiple Accounts
S105602,False,82,Fake Address
S105603,False,63,Multiple Accounts
S105604,False,16,Document Mismatch
S105605,False,19,None
S105606,False,62,Document Mismatch
S105607,False,8,Multiple Accounts
S105608,False,71,None
S105609,False,65,Document Mismatch
S105610,False,82,None
S105611,False,34,Fake Address
S105612,True,98,None
S105613,False,28,Document Mismatch
S105614,True,93,Multiple Accounts
S105615,False,32,Multiple Accounts
S105616,False,81,Multiple Accounts
S105617,False,54,Multiple Accounts
S105618,False,13,Multiple Accounts
S105619,True,95,Fake Address
S105620,False,72,Multiple Accounts
S105621,True,87,None
S105622,False,30,Multiple Accounts
S105623,True,95,None
S105624,False,83,Document Mismatch
S105625,False,82,None
S105626,False,21,Multiple Accounts
S105627,False,32,Multiple Accounts
S105628,False,35,Fake Address
S105629,False,20,Document Mismatch
S105630,False,9,Fake Address
S105631,False,45,Multiple Accounts
S105632,True,89,Multiple Accounts
S105633,True,96,Document Mismatch
S105634,False,1,Multiple Accounts
S105635,False,17,None
S105636,False,79,None
S105637,False,44,Multiple Accounts
S105638,False,44,Document Mismatch
S105639,False,21,Fake Address
S105640,True,94,Fake Address
S105641,False,64,Multiple Accounts
S105642,False,7,Multiple Accounts
S105643,False,45,Multiple Accounts
S105644,False,50,Document Mismatch
S105645,False,80,None
S105646,False,10,Fake Address
S105647,False,54,None
S105648,False,76,Document Mismatch
S105649,False,83,Document Mismatch
S105650,False,9,Fake Address
S105651,False,34,None
S105652,False,81,None
S105653,False,30,Document Mismatch
S105654,False,22,Multiple Accounts
S105655,False,10,Multiple Accounts
S105656,False,20,Multiple Accounts
S105657,False,42,Document Mismatch
S105658,False,41,Document Mismatch
S105659,False,50,Multiple Accounts
S105660,False,60,Document Mismatch
S105661,False,6,None
S105662,False,64,Document Mismatch
S105663,False,61,Multiple Accounts
S105664,False,61,None
S105665,True,93,Document Mismatch
S105666,True,92,Fake Address
S105667,False,16,Multiple Accounts
S105668,False,72,Fake Address
S105669,False,72,Document Mismatch
S105670,False,61,Multiple Accounts
S105671,False,13,Document Mismatch
S105672,False,72,Fake Address
S105673,False,54,None
S105674,False,42,Multiple Accounts
S105675,False,71,Fake Address
S105676,False,22,Fake Address
S105677,False,53,None
S105678,True,93,Multiple Accounts
S105679,False,17,None
S105680,True,87,Fake Address
S105681,False,21,Fake Address
S105682,True,97,Fake Address
S105683,False,8,Fake Address
S105684,False,76,Multiple Accounts
S105685,False,61,None
S105686,False,76,Fake Address
S105687,False,63,Fake Address
S105688,False,32,Fake Address
S105689,False,14,Multiple Accounts
S105690,False,21,None
S105691,False,48,Fake Address
S105692,False,54,Multiple Accounts
S105693,False,27,Multiple Accounts
S105694,False,30,Fake Address
S105695,False,83,None
S105696,False,52,Document Mismatch
S105697,True,91,Fake Address
S105698,True,99,Fake Address
S105699,False,60,Fake Address
S105700,False,22,Fake Address
S105701,True,94,None
S105702,False,68,Document Mismatch
S105703,False,9,Multiple Accounts
S105704,False,11,None
S105705,False,71,Document Mismatch
S105706,False,40,Multiple Accounts
S105707,False,67,Multiple Accounts
S105708,False,81,Document Mismatch
S105709,False,79,None
S105710,False,75,None
S105711,False,33,Fake Address
S105712,False,82,Multiple Accounts
S105713,False,16,None
S105714,False,67,Fake Address
S105715,False,61,Multiple Accounts
S105716,False,11,Document Mismatch
S105717,False,75,None
S105718,False,17,Multiple Accounts
S105719,False,57,None
S105720,False,18,Multiple Accounts
S105721,False,69,Document Mismatch
S105722,False,41,None
S105723,False,84,None
S105724,False,38,None
S105725,False,30,Document Mismatch
S105726,False,70,Fake Address
S105727,False,75,Document Mismatch
S105728,False,57,Multiple Accounts
S105729,False,73,Fake Address
S105730,False,42,None
S105731,False,14,Fake Address
S105732,False,39,Document Mismatch
S105733,False,78,None
S105734,False,45,Document Mismatch
S105735,False,13,Fake Address
S105736,False,45,Fake Address
S105737,False,84,None
S105738,False,11,Document Mismatch
S105739,False,58,Document Mismatch
S105740,False,16,Multiple Accounts
S105741,True,91,Multiple Accounts
S105742,False,53,Multiple Accounts
S105743,False,5,Fake Address
S105744,True,95,None
S105745,True,89,Multiple Accounts
S105746,False,35,Fake Address
S105747,False,19,Document Mismatch
S105748,False,50,Fake Address
S105749,True,91,Multiple Accounts
S105750,False,67,None
S105751,False,59,None
S105752,False,17,Fake Address
S105753,False,26,Fake Address
S105754,False,52,Fake Address
S105755,False,22,None
S105756,False,43,Fake Address
S105757,False,5,None
S105758,False,44,Multiple Accounts
S105759,False,85,None
S105760,False,69,Fake Address
S105761,False,26,None
S105762,False,70,Document Mismatch
S105763,False,64,Fake Address
S105764,True,86,Fake Address
S105765,False,2,Fake Address
S105766,True,94,Fake Address
S105767,True,86,Multiple Accounts
S105768,False,24,Fake Address
S105769,False,6,Document Mismatch
S105770,False,58,None
S105771,False,54,None
S105772,False,74,Multiple Accounts
S105773,False,1,Multiple Accounts
S105774,False,8,Document Mismatch
S105775,False,73,None
S105776,True,100,Document Mismatch
S105777,False,39,Multiple Accounts
S105778,False,67,None
S105779,False,30,None
S105780,False,40,None
S105781,True,86,Multiple Accounts
S105782,False,11,None
S105783,False,25,Multiple Accounts
S105784,False,36,Document Mismatch
S105785,False,4,Fake Address
S105786,False,24,Fake Address
S105787,False,78,Fake Address
S105788,False,76,None
S105789,False,7,Multiple Accounts
S105790,False,71,Multiple Accounts
S105791,True,98,Multiple Accounts
S105792,False,13,Document Mismatch
S105793,False,9,Document Mismatch
S105794,False,44,Multiple Accounts
S105795,False,60,Document Mismatch
S105796,False,50,None
S105797,False,83,None
S105798,False,73,None
S105799,False,81,None
S105800,False,20,Document Mismatch
S105801,False,83,Document Mismatch
S105802,False,84,Document Mismatch
S105803,False,79,None
S105804,False,13,Fake Address
S105805,False,1,Document Mismatch
S105806,False,78,Document Mismatch
S105807,True,93,Document Mismatch
S105808,True,98,None
S105809,False,43,None
S105810,False,32,None
S105811,False,39,None
S105812,False,77,Multiple Accounts
S105813,True,94,Document Mismatch
S105814,False,4,None
S105815,True,94,None
S105816,False,85,Fake Address
S105817,False,35,Multiple Accounts
S105818,False,16,None
S105819,False,40,Fake Address
S105820,False,74,Document Mismatch
S105821,False,37,Multiple Accounts
S105822,False,16,Document Mismatch
S105823,False,36,Document Mismatch
S105824,True,98,None
S105825,True,97,Multiple Accounts
S105826,True,100,Document Mismatch
S105827,False,15,Document Mismatch
S105828,False,79,Multiple Accounts
S105829,False,80,Document Mismatch
S105830,False,35,None
S105831,False,44,Document Mismatch
S105832,False,80,Fake Address
S105833,False,51,Multiple Accounts
S105834,False,47,Fake Address
S105835,True,89,None
S105836,False,40,Document Mismatch
S105837,False,22,Document Mismatch
S105838,True,98,Fake Address
S105839,False,55,Document Mismatch
S105840,False,2,Multiple Accounts
S105841,False,67,None
S105842,True,94,Fake Address
S105843,False,9,None
S105844,False,62,Fake Address
S105845,True,93,Multiple Accounts
S105846,False,73,Document Mismatch
S105847,False,73,Document Mismatch
S105848,False,17,None
S105849,False,37,Fake Address
S105850,True,96,Fake Address
S105851,True,91,Document Mismatch
S105852,False,57,None
S105853,False,4,Document Mismatch
S105854,False,70,Document Mismatch
S105855,False,18,Multiple Accounts
S105856,False,38,Fake Address
S105857,False,78,None
S105858,False,81,Multiple Accounts
S105859,False,6,Multiple Accounts
S105860,False,76,Document Mismatch
S105861,False,82,Document Mismatch
S105862,False,53,None
S105863,False,18,None
S105864,False,20,Multiple Accounts
S105865,False,84,Document Mismatch
S105866,False,11,Multiple Accounts
S105867,False,67,None
S105868,False,33,Fake Address
S105869,True,98,Fake Address
S105870,False,23,Fake Address
S105871,False,36,Fake Address
S105872,False,43,Fake Address
S105873,False,32,None
S105874,False,81,Document Mismatch
S105875,True,87,Multiple Accounts
S105876,True,97,Document Mismatch
S105877,True,100,Fake Address
S105878,False,74,Multiple Accounts
S105879,False,5,Multiple Accounts
S105880,False,17,Document Mismatch
S105881,True,93,Fake Address
S105882,False,3,Multiple Accounts
S105883,False,73,None
S105884,False,19,None
S105885,False,44,Multiple Accounts
S105886,True,89,Document Mismatch
S105887,True,99,None
S105888,False,81,Document Mismatch
S105889,False,64,None
S105890,False,33,Document Mismatch
S105891,True,90,Fake Address
S105892,False,77,Multiple Accounts
S105893,False,78,Fake Address
S105894,False,73,None
S105895,True,98,None
S105896,False,46,Multiple Accounts
S105897,False,6,Multiple Accounts
S105898,False,75,Document Mismatch
S105899,False,15,Document Mismatch
S105900,False,73,Multiple Accounts
S105901,False,75,Fake Address
S105902,False,15,Document Mismatch
S105903,False,43,Document Mismatch
S105904,False,66,None
S105905,False,19,Multiple Accounts
S105906,False,17,Multiple Accounts
S105907,False,19,Document Mismatch
S105908,False,80,Multiple Accounts
S105909,False,64,Multiple Accounts
S105910,True,96,Fake Address
S105911,False,49,Multiple Accounts
S105912,False,26,Fake Address
S105913,False,29,Multiple Accounts
S105914,False,57,Document Mismatch
S105915,False,30,Fake Address
S105916,False,63,Multiple Accounts
S105917,False,11,None
S105918,False,38,Fake Address
S105919,False,7,None
S105920,False,23,Fake Address
S105921,False,19,Document Mismatch
S105922,False,70,None
S105923,False,2,Document Mismatch
S105924,False,42,Document Mismatch
S105925,True,98,Fake Address
S105926,False,62,None
S105927,False,68,Multiple Accounts
S105928,False,33,None
S105929,False,2,Document Mismatch
S105930,False,3,Document Mismatch
S105931,True,92,Fake Address
S105932,False,61,Document Mismatch
S105933,False,60,Document Mismatch
S105934,False,63,None
S105935,True,97,Fake Address
S105936,False,12,Multiple Accounts
S105937,False,61,None
S105938,True,88,Document Mismatch
S105939,False,14,Multiple Accounts
S105940,False,3,Fake Address
S105941,True,89,Fake Address
S105942,False,15,None
S105943,False,54,None
S105944,True,92,Multiple Accounts
S105945,False,77,Fake Address
S105946,True,95,Fake Address
S105947,False,77,Fake Address
S105948,True,97,Fake Address
S105949,True,91,None
S105950,False,43,Document Mismatch
S105951,False,77,None
S105952,False,61,Multiple Accounts
S105953,False,42,Multiple Accounts
S105954,False,15,None
S105955,False,24,None
S105956,False,12,None
S105957,False,32,Multiple Accounts
S105958,False,5,None
S105959,False,30,Document Mismatch
S105960,False,76,Fake Address
S105961,True,93,Multiple Accounts
S105962,False,37,Document Mismatch
S105963,False,74,None
S105964,False,43,Document Mismatch
S105965,False,60,Document Mismatch
S105966,False,32,Multiple Accounts
S105967,False,53,Document Mismatch
S105968,False,54,None
S105969,False,1,Fake Address
S105970,False,49,Multiple Accounts
S105971,True,90,Multiple Accounts
S105972,False,82,Fake Address
S105973,False,47,Fake Address
S105974,False,21,None
S105975,False,62,None
S105976,False,11,Multiple Accounts
S105977,False,67,Multiple Accounts
S105978,False,8,None
S105979,False,20,Document Mismatch
S105980,False,76,Fake Address
S105981,False,40,Fake Address
S105982,False,84,Document Mismatch
S105983,False,72,None
S105984,True,96,None
S105985,False,26,Multiple Accounts
S105986,False,44,Fake Address
S105987,False,69,Document Mismatch
S105988,True,89,Multiple Accounts
S105989,True,95,None
S105990,False,83,None
S105991,False,73,Fake Address
S105992,False,43,None
S105993,True,92,None
S105994,False,32,None
S105995,False,13,Multiple Accounts
S105996,False,50,Multiple Accounts
S105997,False,22,Multiple Accounts
S105998,False,25,None
S105999,False,37,None
S106000,False,50,Document Mismatch
S106001,False,39,None
S106002,False,62,None
S106003,False,22,None
S106004,False,6,Fake Address
S106005,True,91,Fake Address
S106006,False,70,Multiple Accounts
S106007,False,51,Document Mismatch
S106008,False,39,Document Mismatch
S106009,True,91,Multiple Accounts
S106010,False,44,Document Mismatch
S106011,False,36,Fake Address
S106012,False,35,Fake Address
S106013,False,24,None
S106014,False,8,Document Mismatch
S106015,False,16,Multiple Accounts
S106016,False,63,Multiple Accounts
S106017,True,91,Document Mismatch
S106018,False,23,Multiple Accounts
S106019,False,10,Fake Address
S106020,False,42,Fake Address
S106021,False,3,None
S106022,False,62,Fake Address
S106023,False,44,Document Mismatch
S106024,False,57,Multiple Accounts
S106025,False,50,Multiple Accounts
S106026,True,94,Fake Address
S106027,False,57,Multiple Accounts
S106028,False,22,None
S106029,False,40,Fake Address
S106030,True,98,Multiple Accounts
S106031,False,60,Multiple Accounts
S106032,False,51,None
S106033,True,99,Fake Address
S106034,True,93,Document Mismatch
S106035,False,51,Fake Address
S106036,False,47,Fake Address
S106037,False,8,Fake Address
S106038,False,24,Fake Address
S106039,True,93,Multiple Accounts
S106040,False,23,Multiple Accounts
S106041,False,28,Multiple Accounts
S106042,False,10,None
S106043,False,83,Fake Address
S106044,False,30,Fake Address
S106045,False,16,Multiple Accounts
S106046,False,32,Document Mismatch
S106047,False,82,Fake Address
S106048,False,3,Multiple Accounts
S106049,False,79,None
S106050,False,79,Document Mismatch
S106051,False,14,Fake Address
S106052,False,76,None
S106053,False,22,Multiple Accounts
S106054,False,59,Fake Address
S106055,False,81,Document Mismatch
S106056,False,12,Document Mismatch
S106057,False,81,Document Mismatch
S106058,False,81,None
S106059,False,20,Multiple Accounts
S106060,False,62,None
S106061,False,40,Document Mismatch
S106062,True,86,Fake Address
S106063,False,83,Document Mismatch
S106064,True,100,Document Mismatch
S106065,False,1,Fake Address
S106066,False,73,None
S106067,False,46,Document Mismatch
S106068,False,27,Document Mismatch
S106069,False,58,Fake Address
S106070,False,7,Fake Address
S106071,False,55,Fake Address
S106072,False,63,Fake Address
S106073,True,96,None
S106074,False,62,Document Mismatch
S106075,False,58,Multiple Accounts
S106076,False,51,Multiple Accounts
S106077,True,94,Multiple Accounts
S106078,False,41,None
S106079,False,29,Document Mismatch
S106080,False,20,Multiple Accounts
S106081,True,92,Multiple Accounts
S106082,False,53,Fake Address
S106083,False,66,Document Mismatch
S106084,False,12,Document Mismatch
S106085,False,69,None
S106086,False,68,None
S106087,False,38,Multiple Accounts
S106088,False,34,None
S106089,False,79,Fake Address
S106090,False,58,Document Mismatch
S106091,False,47,Fake Address
S106092,False,62,Multiple Accounts
S106093,False,47,Document Mismatch
S106094,False,2,Document Mismatch
S106095,False,26,Document Mismatch
S106096,False,23,Fake Address
S106097,False,12,None
S106098,True,92,Document Mismatch
S106099,False,14,Document Mismatch
S106100,False,64,None
S106101,False,26,Multiple Accounts
S106102,False,1,Multiple Accounts
S106103,False,16,Document Mismatch
S106104,False,46,Document Mismatch
S106105,False,58,Multiple Accounts
S106106,False,27,None
S106107,True,99,Multiple Accounts
S106108,False,46,None
S106109,False,9,None
S106110,False,21,Multiple Accounts
S106111,True,88,Document Mismatch
S106112,False,63,None
S106113,False,8,Fake Address
S106114,False,20,None
S106115,False,52,Fake Address
S106116,False,75,Fake Address
S106117,False,69,Document Mismatch
S106118,False,76,None
S106119,True,86,Document Mismatch
S106120,False,59,Multiple Accounts
S106121,False,16,Multiple Accounts
S106122,False,81,Fake Address
S106123,False,3,Fake Address
S106124,False,16,Fake Address
S106125,False,68,Document Mismatch
S106126,False,55,None
S106127,False,66,None
S106128,False,60,Multiple Accounts
S106129,False,4,Multiple Accounts
S106130,False,63,None
S106131,False,55,Multiple Accounts
S106132,True,99,Multiple Accounts
S106133,False,30,Document Mismatch
S106134,False,35,Multiple Accounts
S106135,False,48,Multiple Accounts
S106136,False,33,Multiple Accounts
S106137,False,53,Multiple Accounts
S106138,False,27,Fake Address
S106139,True,97,None
S106140,True,98,Multiple Accounts
S106141,True,100,None
S106142,True,93,Document Mismatch
S106143,False,2,Multiple Accounts
S106144,False,75,None
S106145,False,3,Multiple Accounts
S106146,False,10,Document Mismatch
S106147,False,3,Fake Address
S106148,False,81,None
S106149,False,66,Fake Address
S106150,True,100,None
S106151,False,26,None
S106152,True,88,Document Mismatch
S106153,True,94,Document Mismatch
S106154,False,66,None
S106155,False,17,Fake Address
S106156,False,18,Multiple Accounts
S106157,False,1,Document Mismatch
S106158,False,84,Multiple Accounts
S106159,False,10,Document Mismatch
S106160,False,29,Fake Address
S106161,False,49,None
S106162,False,61,None
S106163,False,83,None
S106164,True,89,Fake Address
S106165,False,61,None
S106166,False,68,Fake Address
S106167,False,68,Document Mismatch
S106168,False,12,Fake Address
S106169,False,12,Document Mismatch
S106170,False,25,None
S106171,False,82,Fake Address
S106172,False,46,Fake Address
S106173,False,72,Fake Address
S106174,False,74,Fake Address
S106175,True,92,Multiple Accounts
S106176,False,49,None
S106177,False,24,Multiple Accounts
S106178,False,71,Multiple Accounts
S106179,False,6,Multiple Accounts
S106180,False,6,Document Mismatch
S106181,False,54,Document Mismatch
S106182,True,95,Multiple Accounts
S106183,False,85,Multiple Accounts
S106184,True,88,None
S106185,False,44,None
S106186,False,68,Multiple Accounts
S106187,False,24,Multiple Accounts
S106188,False,76,Multiple Accounts
S106189,False,43,Multiple Accounts
S106190,False,65,Multiple Accounts
S106191,False,29,Document Mismatch
S106192,True,94,Multiple Accounts
S106193,False,23,Fake Address
S106194,False,58,None
S106195,False,63,None
S106196,True,96,Fake Address
S106197,False,31,Document Mismatch
S106198,False,84,None
S106199,False,2,None
S106200,False,10,Multiple Accounts
S106201,False,57,Multiple Accounts
S106202,False,42,Document Mismatch
S106203,True,90,Fake Address
S106204,False,68,Multiple Accounts
S106205,False,34,Document Mismatch
S106206,True,89,Fake Address
S106207,False,63,Fake Address
S106208,False,65,Multiple Accounts
S106209,False,22,Multiple Accounts
S106210,False,10,Document Mismatch
S106211,False,30,None
S106212,True,96,Fake Address
S106213,True,86,Multiple Accounts
S106214,False,75,Multiple Accounts
S106215,True,94,None
S106216,False,14,Document Mismatch
S106217,False,78,None
S106218,False,60,Multiple Accounts
S106219,False,15,Fake Address
S106220,False,26,Multiple Accounts
S106221,False,63,Multiple Accounts
S106222,False,33,Document Mismatch
S106223,False,34,Document Mismatch
S106224,False,6,None
S106225,False,78,Multiple Accounts
S106226,False,44,Multiple Accounts
S106227,False,65,Fake Address
S106228,False,64,Fake Address
S106229,True,89,Document Mismatch
S106230,False,6,Multiple Accounts
S106231,False,73,Fake Address
S106232,True,96,Fake Address
S106233,False,79,Document Mismatch
S106234,True,86,None
S106235,True,98,Fake Address
S106236,False,74,Document Mismatch
S106237,False,82,None
S106238,False,67,Fake Address
S106239,True,100,Document Mismatch
S106240,False,57,None
S106241,False,34,None
S106242,False,55,None
S106243,False,54,None
S106244,True,100,None
S106245,False,62,Multiple Accounts
S106246,False,12,Fake Address
S106247,False,37,Multiple Accounts
S106248,True,95,None
S106249,True,90,Fake Address
S106250,False,26,Multiple Accounts
S106251,False,57,Document Mismatch
S106252,False,65,Multiple Accounts
S106253,False,5,Document Mismatch
S106254,True,90,None
S106255,False,42,Fake Address
S106256,True,91,Fake Address
S106257,False,8,None
S106258,False,40,Multiple Accounts
S106259,True,98,Fake Address
S106260,False,21,None
S106261,False,24,Document Mismatch
S106262,False,44,Document Mismatch
S106263,True,91,Document Mismatch
S106264,False,78,Document Mismatch
S106265,True,98,Multiple Accounts
S106266,False,65,Fake Address
S106267,False,30,Fake Address
S106268,False,15,Document Mismatch
S106269,False,13,Multiple Accounts
S106270,True,95,Document Mismatch
S106271,False,75,None
S106272,True,88,Multiple Accounts
S106273,True,100,None
S106274,False,33,Multiple Accounts
S106275,False,79,Document Mismatch
S106276,False,68,Document Mismatch
S106277,False,74,Fake Address
S106278,False,32,Multiple Accounts
S106279,False,54,Multiple Accounts
S106280,False,41,None
S106281,True,87,None
S106282,False,2,Multiple Accounts
S106283,False,36,None
S106284,False,47,Multiple Accounts
S106285,False,70,Fake Address
S106286,False,77,Fake Address
S106287,False,45,Multiple Accounts
S106288,False,59,Multiple Accounts
S106289,False,18,None
S106290,False,66,Fake Address
S106291,False,79,Document Mismatch
S106292,False,42,Fake Address
S106293,False,8,Document Mismatch
S106294,False,34,Fake Address
S106295,False,23,Fake Address
S106296,False,4,Multiple Accounts
S106297,False,18,None
S106298,False,73,Document Mismatch
S106299,False,15,Multiple Accounts
S106300,False,66,None
S106301,False,73,Multiple Accounts
S106302,False,76,None
S106303,False,60,Fake Address
S106304,False,80,Fake Address
S106305,False,50,Document Mismatch
S106306,False,80,None
S106307,False,42,Fake Address
S106308,False,68,Document Mismatch
S106309,True,97,Multiple Accounts
S106310,False,35,Multiple Accounts
S106311,False,66,Multiple Accounts
S106312,True,97,Document Mismatch
S106313,False,24,Fake Address
S106314,False,76,None
S106315,False,61,Document Mismatch
S106316,False,65,Document Mismatch
S106317,True,88,Fake Address
S106318,True,94,None
S106319,False,49,None
S106320,False,71,Multiple Accounts
S106321,False,2,None
S106322,True,89,Fake Address
S106323,False,61,Fake Address
S106324,False,58,Fake Address
S106325,False,42,Multiple Accounts
S106326,True,93,None
S106327,False,73,Multiple Accounts
S106328,False,5,Fake Address
S106329,False,34,Fake Address
S106330,False,41,Document Mismatch
S106331,False,67,Fake Address
S106332,False,75,Document Mismatch
S106333,False,3,Fake Address
S106334,False,47,None
S106335,True,95,Multiple Accounts
S106336,False,46,Multiple Accounts
S106337,False,19,Multiple Accounts
S106338,False,13,Document Mismatch
S106339,False,60,Fake Address
S106340,False,57,Fake Address
S106341,False,14,Document Mismatch
S106342,False,57,Document Mismatch
S106343,True,100,Multiple Accounts
S106344,True,95,Fake Address
S106345,False,48,Multiple Accounts
S106346,False,13,Multiple Accounts
S106347,False,53,Document Mismatch
S106348,True,95,Document Mismatch
S106349,False,10,Document Mismatch
S106350,False,49,Multiple Accounts
S106351,False,83,Multiple Accounts
S106352,False,34,None
S106353,False,14,Fake Address
S106354,False,35,None
S106355,True,87,Multiple Accounts
S106356,False,16,None
S106357,False,9,Fake Address
S106358,False,47,Fake Address
S106359,False,1,Fake Address
S106360,False,75,None
S106361,False,49,Multiple Accounts
S106362,True,87,None
S106363,False,28,Document Mismatch
S106364,True,90,None
S106365,False,28,Fake Address
S106366,False,1,Multiple Accounts
S106367,False,54,Fake Address
S106368,False,52,Fake Address
S106369,False,64,Document Mismatch
S106370,False,53,None
S106371,False,69,Document Mismatch
S106372,False,10,None
S106373,True,89,Document Mismatch
S106374,False,6,Document Mismatch
S106375,False,39,Document Mismatch
S106376,False,9,Fake Address
S106377,False,48,Fake Address
S106378,False,36,None
S106379,False,59,Multiple Accounts
S106380,False,13,None
S106381,False,47,Document Mismatch
S106382,True,90,None
S106383,False,46,Fake Address
S106384,False,29,Document Mismatch
S106385,True,97,None
S106386,False,32,None
S106387,False,32,Document Mismatch
S106388,False,72,None
S106389,True,100,Multiple Accounts
S106390,False,1,Document Mismatch
S106391,False,78,None
S106392,False,24,Document Mismatch
S106393,False,76,Multiple Accounts
S106394,False,28,Multiple Accounts
S106395,False,45,Document Mismatch
S106396,False,1,Fake Address
S106397,True,93,Document Mismatch
S106398,False,77,None
S106399,False,79,Document Mismatch
S106400,False,14,Document Mismatch
S106401,False,31,Document Mismatch
S106402,False,8,Document Mismatch
S106403,False,47,Multiple Accounts
S106404,False,65,Fake Address
S106405,False,28,Multiple Accounts
S106406,False,52,Document Mismatch
S106407,False,70,Multiple Accounts
S106408,False,71,Document Mismatch
S106409,False,25,Multiple Accounts
S106410,True,88,Multiple Accounts
S106411,False,21,Document Mismatch
S106412,False,20,Document Mismatch
S106413,False,8,Multiple Accounts
S106414,False,78,Multiple Accounts
S106415,False,40,Multiple Accounts
S106416,True,93,None
S106417,False,73,None
S106418,False,68,Multiple Accounts
S106419,False,68,Fake Address
S106420,False,45,Fake Address
S106421,False,49,None
S106422,False,19,None
S106423,True,93,None
S106424,False,85,Document Mismatch
S106425,False,1,None
S106426,False,56,Document Mismatch
S106427,False,23,None
S106428,False,75,Multiple Accounts
S106429,False,49,None
S106430,False,51,Document Mismatch
S106431,False,72,None
S106432,True,95,Multiple Accounts
S106433,False,14,Document Mismatch
S106434,False,23,Document Mismatch
S106435,False,14,Document Mismatch
S106436,False,54,Fake Address
S106437,True,95,Fake Address
S106438,False,45,Multiple Accounts
S106439,False,45,None
S106440,False,67,Multiple Accounts
S106441,False,4,Multiple Accounts
S106442,False,61,Fake Address
S106443,False,57,None
S106444,False,69,Multiple Accounts
S106445,False,78,None
S106446,True,88,Document Mismatch
S106447,False,58,Fake Address
S106448,False,60,Fake Address
S106449,False,22,None
S106450,True,88,Multiple Accounts
S106451,False,30,Document Mismatch
S106452,True,87,Multiple Accounts
S106453,False,83,Multiple Accounts
S106454,False,56,Multiple Accounts
S106455,False,60,Multiple Accounts
S106456,False,9,Document Mismatch
S106457,False,85,Fake Address
S106458,False,56,Multiple Accounts
S106459,False,15,Fake Address
S106460,False,70,None
S106461,False,77,None
S106462,False,53,Fake Address
S106463,False,21,Multiple Accounts
S106464,False,74,Fake Address
S106465,False,73,Multiple Accounts
S106466,False,21,Document Mismatch
S106467,False,1,Fake Address
S106468,False,63,Document Mismatch
S106469,False,81,Multiple Accounts
S106470,False,54,Fake Address
S106471,True,100,None
S106472,False,84,Fake Address
S106473,False,37,Document Mismatch
S106474,True,93,Document Mismatch
S106475,False,47,Fake Address
S106476,False,60,Multiple Accounts
S106477,False,44,Document Mismatch
S106478,False,36,None
S106479,False,48,Multiple Accounts
S106480,False,67,Document Mismatch
S106481,False,68,None
S106482,False,19,Fake Address
S106483,False,80,None
S106484,False,35,Document Mismatch
S106485,False,13,Document Mismatch
S106486,False,6,None
S106487,False,74,Fake Address
S106488,False,21,Multiple Accounts
S106489,False,71,Fake Address
S106490,False,15,Document Mismatch
S106491,False,59,Fake Address
S106492,False,68,None
S106493,True,88,None
S106494,False,62,Multiple Accounts
S106495,False,41,None
S106496,False,41,Document Mismatch
S106497,True,98,Multiple Accounts
S106498,True,98,Fake Address
S106499,True,99,Fake Address
S106500,False,58,Multiple Accounts
S106501,False,33,Document Mismatch
S106502,False,74,None
S106503,False,75,Document Mismatch
S106504,False,19,Fake Address
S106505,False,18,None
S106506,False,79,Document Mismatch
S106507,False,17,Document Mismatch
S106508,True,88,Multiple Accounts
S106509,False,26,Multiple Accounts
S106510,False,45,Multiple Accounts
S106511,False,25,Document Mismatch
S106512,True,93,Multiple Accounts
S106513,False,48,Document Mismatch
S106514,False,9,None
S106515,False,47,Fake Address
S106516,False,34,Multiple Accounts
S106517,False,51,Fake Address
S106518,False,36,None
S106519,False,9,Multiple Accounts
S106520,False,41,Fake Address
S106521,False,8,Document Mismatch
S106522,True,89,Document Mismatch
S106523,False,14,Fake Address
S106524,False,52,Fake Address
S106525,False,35,Fake Address
S106526,False,62,None
S106527,False,19,None
S106528,False,14,Multiple Accounts
S106529,False,42,Fake Address
S106530,True,98,Document Mismatch
S106531,False,20,Multiple Accounts
S106532,False,53,Multiple Accounts
S106533,True,92,Document Mismatch
S106534,False,62,Fake Address
S106535,False,75,Document Mismatch
S106536,False,70,Document Mismatch
S106537,False,73,None
S106538,False,80,Document Mismatch
S106539,False,1,Document Mismatch
S106540,False,59,None
