seller_id,seller_name,country,business_type,industry,registration_date,annual_revenue
S105954,"Brady, Vaughn and Ruiz",Canada,Private Limited,Automotive,2026-02-28,8993029.0
S105955,"Vazquez, James and Black",UK,LLP,Home,2022-10-09,4587936.0
S105956,"Williams, Riddle and Morgan",India,Private Limited,Fashion,2025-12-15,1826618.0
S105957,Mendoza Ltd,India,LLP,Automotive,2023-04-17,5617769.0
S105958,"Hodge, Jones and Werner",UK,Individual,Books,2022-07-12,4595044.0
S105959,"Bender, Romero and Perkins",USA,Private Limited,Electronics,2025-04-06,1812739.0
S105960,Lara LLC,UK,Private Limited,Automotive,2022-04-12,8730946.0
S105961,Ali-Collins,india,Partnership,Beauty,2025-04-25,7784220.0
S105962,Sandoval PLC,Australia,Private Limited,Books,2024-08-12,2178186.0
S105963,Jackson Group,UK,LLP,Home,2022-09-26,2622373.0
S105964,Smith and Sons,India,Sole Proprietor,Sports,2023-04-29,4317659.0
S105965,"Lewis, Phillips and Anderson",Australia,LLP,Automotive,2025-01-10,1886456.0
S105966,Taylor and Sons,Canada,Private Limited,Automotive,2022-01-16,5125294.0
S105967,King LLC,Singapore,Sole Proprietor,Beauty,2024-10-05,745371.0
S105968,Freeman-Ramirez,Germany,Partnership,Automotive,2024-02-22,9689871.0
S105969,Simon Ltd,USA,Private Limited,Fashion,2026-04-01,2904736.0
S105970,"Adkins, Jones and Dickson",Canada,Sole Proprietor,Sports,2024-05-30,5994002.0
S105971,Ray-Page,India,LLP,Home,2025-06-18,1008982.0
S105972,"Smith, Martinez and Burton",USA,LLP,Beauty,2026-01-07,9158379.0
S105973,Anderson Ltd,Australia,LLP,Beauty,2023-07-18,1011838.0
S105974,Irwin LLC,Canada,LLP,Automotive,2024-10-28,6077672.0
S105975,"Dominguez, Robinson and Anderson",Australia,Sole Proprietor,Sports,2023-01-29,9134625.0
S105976,"Gonzales, Howard and Arias",USA,LLP,Automotive,2024-06-14,8066589.0
S105977,"Liu, Sanchez and Robbins",USA,Partnership,Home,2022-12-19,351813.0
S105978,Roach and Sons,Australia,Sole Proprietor,Books,2024-03-25,8140896.0
S105979,"Davis, Rogers and Williams",USA,Sole Proprietor,Home,2022-12-11,6130274.0
S105980,Foster-Smith,UK,Private Limited,Home,2026-05-17,5399954.0
S105981,Cooper PLC,Australia,LLP,Electronics,2026-05-29,9874775.0
S105982,Donovan Group,INDIA,Private Limited,Sports,2022-11-22,2945974.0
S105983,Stevens-Sanders,USA,LLP,Electronics,2026-03-27,1833242.0
S105984,"Davis, Medina and Anderson",Canada,Private Limited,Books,2026-02-02,6857103.0
S105985,Sutton Ltd,USA,LLP,Beauty,2022-12-19,9318919.0
S105986,Ewing Inc,Germany,Private Limited,Sports,2026-04-07,4277053.0
S105987,Fleming-Hess,USA,Individual,Electronics,2022-12-14,2776721.0
S105988,"Jones, Evans and Grimes",USA,LLP,Electronics,2023-08-12,9608510.0
S105989,Valencia and Sons,Canada,Private Limited,Sports,2022-01-24,275565.0
S105990,"Curry, Schmidt and Wilson",Canada,Partnership,Beauty,2022-12-15,7488749.0
S105991,Baker Ltd,India,Private Limited,Beauty,2024-03-27,54139.0
S105992,"Nicholson, Jones and Hughes",UK,LLP,Home,2022-04-18,9792738.0
S105993,Hernandez Inc,UK,Partnership,Fashion,2023-01-15,1169934.0
S105994,Mcmillan Group,Germany,LLP,Automotive,2022-03-22,364791.0
S105995,Smith-Brown,Australia,Private Limited,Sports,2022-06-03,887220.0
S105996,Grant-Richardson,Australia,Individual,Sports,2023-03-26,4170657.0
S105997,Skinner-Solomon,UK,Private Limited,Sports,2025-06-22,3030247.0
S105998,Finley-Wiley,USA,Private Limited,Books,2024-08-07,1621121.0
S105999,Reyes Ltd,India,Sole Proprietor,Fashion,2024-02-22,147123.0
S106000,Spears-Miller,Australia,Individual,Beauty,2022-02-13,8923077.0
S106001,"Brock, Cox and Brown",USA,Partnership,Beauty,2025-09-11,675318.0
S106002,"Mitchell, Hines and Scott",UK,Partnership,Books,2024-03-30,1910547.0
S106003,"Johnson, Sanford and Myers",Australia,Partnership,Home,2022-04-23,8002427.0
S106004,Cohen PLC,Germany,Private Limited,Beauty,2023-07-31,3713953.0
S106005,Love PLC,Australia,Sole Proprietor,Automotive,2023-12-26,223197.0
S106006,Cooper-Turner,India,Sole Proprietor,Books,2023-04-13,7818334.0
S106007,"Bennett, Chavez and Anderson",USA,Private Limited,Books,2024-05-17,1562159.0
S106008,Cruz Group,Germany,Partnership,Automotive,2022-10-28,3790168.0
S106009,Davis and Sons,Australia,Individual,Fashion,2023-02-10,6934809.0
S106010,Robinson-Jenkins,India,Individual,Automotive,2026-06-12,4394883.0
S106011,Gillespie Ltd,UK,Individual,Beauty,2023-09-06,2352117.0
S106012,Everett-Peters,USA,Individual,Beauty,2023-12-16,4680877.0
S106013,Adams-Hernandez,Singapore,LLP,Electronics,2026-03-14,3348860.0
S106014,"Robertson, Palmer and Mercado",Germany,Private Limited,Beauty,2024-08-20,6565624.0
S106015,Ferguson Group,Canada,LLP,Beauty,2024-05-10,580933.0
S106016,"Clements, Williamson and Singh",Germany,Private Limited,Home,2023-05-30,4954273.0
S106017,Hernandez-Allen,USA,Sole Proprietor,Electronics,2023-07-23,7240159.0
S106018,Solomon-Dawson,Singapore,Individual,Beauty,2023-11-03,5757288.0
S106019,"Burke, Fleming and Baker",India,Sole Proprietor,Sports,2024-06-22,381732.0
S106020,Castro and Sons,India,Partnership,Sports,2025-06-14,9522951.0
S106021,Cortez LLC,USA,Private Limited,Books,2025-11-29,3116071.0
S106022,Dickson-Lopez,INDIA,Private Limited,Books,2025-02-21,3727442.0
S106023,Estrada-Diaz,Germany,LLP,Books,2026-04-30,4534870.0
S106024,Walker LLC,India,Partnership,Fashion,2023-03-25,4557505.0
S106025,Avery Inc,UK,Partnership,Home,2023-11-18,3344552.0
S106026,"Allen, Miller and Davenport",Canada,Partnership,Sports,2023-06-08,7576850.0
S106027,"Rice, Sullivan and Brooks",Canada,Individual,Fashion,2024-01-06,4972802.0
S106028,"Adams, Boyer and Osborne",Singapore,Sole Proprietor,Books,2026-03-07,3831492.0
S106029,Hendricks-Elliott,Germany,Private Limited,Beauty,2025-02-19,9576438.0
S106030,Porter-Flynn,India,LLP,Automotive,2024-08-15,2951730.0
S106031,Matthews-Jacobson,USA,Sole Proprietor,Beauty,2026-02-12,4516437.0
S106032,Griffith-Bender,India,Individual,Electronics,2025-05-04,5735858.0
S106033,"Rogers, Gonzalez and Rasmussen",USA,Sole Proprietor,Home,2023-11-22,5300468.0
S106034,Wood-Kennedy,Germany,LLP,Fashion,2022-07-07,6606784.0
S106035,Long-Velazquez,Australia,LLP,Fashion,2023-10-20,9947993.0
S106036,"Frank, Reyes and Roman",Canada,Individual,Home,2026-06-23,595282.0
S106037,Clark-Ramirez,Canada,Private Limited,Beauty,2024-12-28,1352794.0
S106038,Thompson LLC,UK,Partnership,Electronics,2023-09-17,8249507.0
S106039,Johnson-Wolfe,Singapore,Partnership,Automotive,2022-07-12,4975790.0
S106040,Armstrong PLC,USA,Partnership,Sports,2024-12-06,4444356.0
S106041,Romero-Briggs,UK,Private Limited,Beauty,2022-04-15,6696785.0
S106042,Hodges PLC,Australia,Partnership,Electronics,2025-01-15,7622769.0
S106043,Morris LLC,Singapore,LLP,Beauty,2023-06-10,6997341.0
S106044,"James, Turner and Griffin",Singapore,Partnership,Fashion,2025-10-23,6554517.0
S106045,Castaneda and Sons,Singapore,Private Limited,Beauty,2025-02-07,1176482.0
S106046,Chavez LLC,UK,LLP,Automotive,2022-06-28,8765213.0
S106047,Allen Ltd,UK,Sole Proprietor,Automotive,2025-06-01,9634041.0
S106048,"Archer, Baker and Cruz",India,Individual,Fashion,2024-07-16,8025518.0
S106049,Williams-Contreras,Australia,Private Limited,Sports,2022-08-14,236109.0
S106050,Curtis-Silva,Singapore,Sole Proprietor,Books,2023-11-17,738028.0
S106051,Sparks and Sons,Australia,Partnership,Automotive,2025-02-25,6510213.0
S106052,Velasquez-Turner,India,LLP,Fashion,2024-01-15,6960492.0
S106053,Mercado-Lewis,Singapore,Partnership,Electronics,2023-11-23,662451.0
S106054,Chavez Group,USA,Private Limited,Beauty,2023-07-01,7177058.0
S106055,Barrett Group,Canada,Sole Proprietor,Fashion,2023-03-09,503819.0
S106056,Garcia Ltd,Germany,Partnership,Automotive,2024-06-20,3589830.0
S106057,Johnson Ltd,India,Partnership,Beauty,2025-12-06,2067338.0
S106058,"Simon, Simpson and Schmidt",Canada,Private Limited,Fashion,2026-02-14,3127109.0
S106059,Gillespie-Thomas,Germany,Partnership,Home,2024-08-31,9690793.0
S106060,Miller Ltd,Australia,LLP,Home,2022-06-16,320862.0
S106061,"Griffin, Hendricks and Hawkins",Singapore,Sole Proprietor,Beauty,2024-11-06,8557167.0
S106062,Moore-Cox,Germany,LLP,Fashion,2024-10-25,5577931.0
S106063,"Ramirez, Kemp and Hamilton",Australia,Sole Proprietor,Home,2022-04-06,6546319.0
S106064,"Salinas, Green and Richard",Germany,Private Limited,Sports,2024-04-29,3478429.0
S106065,"Zamora, Jimenez and Rodriguez",UK,Private Limited,Automotive,2024-11-20,8500935.0
S106066,Day and Sons,Singapore,Partnership,Beauty,2022-02-19,5333356.0
S106067,"Peck, Rhodes and Holt",Singapore,LLP,Home,2022-02-14,5128183.0
S106068,Hogan-Hutchinson,Canada,Private Limited,Fashion,2022-08-30,7690533.0
S106069,Walker Group,India,LLP,Automotive,2025-02-22,7139840.0
S106070,Chavez-Ray,Singapore,Individual,Sports,2024-04-02,7478647.0
S106071,Fleming-Russell,India,Partnership,Beauty,2023-02-26,3184303.0
S106072,Mcdonald Inc,Singapore,Individual,Home,2022-05-23,6798117.0
S106073,Bartlett-Brewer,Singapore,Private Limited,Sports,2025-10-16,298806.0
S106074,Buckley Ltd,Germany,Private Limited,Home,2025-04-03,9803507.0
S106075,"Howard, Hernandez and Gonzales",USA,Sole Proprietor,Home,2025-06-14,1393722.0
S106076,"Brown, Pennington and Richardson",Australia,Sole Proprietor,Home,2025-01-03,2729963.0
S106077,"Stone, Riggs and Johnson",Germany,Individual,Sports,2022-11-12,7074277.0
S106078,Webb Ltd,Australia,LLP,Home,2023-02-22,3965473.0
S106079,Blair Inc,INDIA,Individual,Beauty,2026-02-19,151935.0
S106080,Lopez-Ford,Canada,Partnership,Home,2023-09-23,4452585.0
S106081,Wilson Inc,USA,Partnership,Sports,2023-08-21,2696355.0
S106082,"Turner, Ponce and Schwartz",India,Private Limited,Automotive,2025-11-25,9971347.0
S106083,Hammond and Sons,Canada,Private Limited,Electronics,2025-10-13,4033000.0
S106084,Rice-Burton,UK,LLP,Automotive,2025-08-03,373425.0
S106085,Snyder and Sons,India,LLP,Books,2026-05-07,9538871.0
S106086,Gonzalez and Sons,Canada,Partnership,Beauty,2022-02-24,6431740.0
S106087,Dean-Bell,Canada,Private Limited,Electronics,2025-06-17,5753894.0
S106088,Holmes Group,Singapore,Sole Proprietor,Beauty,2023-01-24,83416.0
S106089,Knox Inc,UK,LLP,Sports,2024-12-22,2774721.0
S106090,"Newman, Johnston and Welch",UK,Private Limited,Sports,2024-11-15,4712993.0
S106091,Bowers-Cooper,Australia,Private Limited,Home,2022-04-22,2511185.0
S106092,"Brooks, Gilbert and Wilcox",Singapore,Individual,Beauty,2026-01-24,
S106093,"Vega, Browning and Hernandez",India,Partnership,Beauty,2024-10-25,143623.0
S106094,Bowman Group,Germany,Partnership,Automotive,2023-07-10,3771085.0
S106095,Lyons and Sons,Australia,Individual,Books,2025-08-14,8903402.0
S106096,"Morrison, Thompson and Mitchell",Canada,Individual,Electronics,2024-02-17,4287886.0
S106097,Vazquez-Clayton,Singapore,Sole Proprietor,Automotive,2025-09-09,2430969.0
S106098,Casey and Sons,Singapore,Sole Proprietor,Electronics,2023-11-04,
S106099,Perez Group,USA,Partnership,Home,2022-04-05,1969945.0
S106100,Hunter Inc,Germany,Individual,Sports,2022-11-16,6966680.0
S106101,Sanders-Solomon,Australia,LLP,Electronics,2024-07-02,854032.0
S106102,"Cherry, Williams and Lopez",USA,Individual,Sports,2025-07-12,9099986.0
S106103,"Jimenez, Moyer and Duran",India,Sole Proprietor,Automotive,2022-05-15,7671244.0
S106104,Gallegos and Sons,USA,Partnership,Fashion,2024-12-18,2828380.0
S106105,Johnson-Smith,Canada,Partnership,Sports,2022-12-23,5015761.0
S106106,Moore Inc,Singapore,LLP,Home,2024-12-14,5523549.0
S106107,Newman-Farley,Singapore,Individual,Automotive,2022-02-09,7727980.0
S106108,"Walker, Estes and Byrd",USA,Sole Proprietor,Sports,2025-09-13,9771618.0
S106109,"Hayden, Mccarthy and Stuart",UK,Sole Proprietor,Fashion,2025-08-06,7883729.0
S106110,Wade-Wilkinson,Australia,LLP,Electronics,2022-06-04,7078787.0
S106111,Leblanc-Gill,Canada,Individual,Beauty,2025-04-28,1934639.0
S106112,"Villarreal, Chan and Mendoza",Australia,Sole Proprietor,Beauty,2022-08-14,2927133.0
S106113,Ramos-Baker,Singapore,Partnership,Beauty,2024-03-13,2271835.0
S106114,Clark and Sons,India,Sole Proprietor,Electronics,2024-12-22,2289236.0
S106115,"Haas, Thomas and Martin",Singapore,Individual,Fashion,2025-07-03,2064052.0
S106116,"Romero, Walters and Webster",Germany,Individual,Automotive,2026-04-01,2989875.0
S106117,King-Moore,Germany,Private Limited,Automotive,2023-06-26,4757871.0
S106118,"Mooney, Hodge and Knight",UK,Private Limited,Books,2026-07-03,6450259.0
S106119,"Cabrera, Ewing and Welch",Australia,Private Limited,Automotive,2023-06-03,5653722.0
S106120,White LLC,Canada,Partnership,Electronics,2022-06-16,3047127.0
S106121,Brown-White,India,LLP,Home,2025-09-17,2442501.0
S106122,"Haney, Morgan and Watson",UK,Private Limited,Automotive,2024-02-05,3656256.0
S106123,Mccullough and Sons,Germany,Sole Proprietor,Electronics,2025-04-14,1560365.0
S106124,"Tyler, Mendoza and Lindsey",USA,Private Limited,Beauty,2024-01-16,4221554.0
S106125,Wyatt Inc,India,Private Limited,Sports,2023-06-30,9610936.0
S106126,"Brown, Sanders and Mcguire",Germany,Partnership,Home,2026-07-30,1036479.0
S106127,Garcia-Young,USA,Sole Proprietor,Beauty,2025-08-22,7580609.0
S106128,Caldwell-Perez,India,Private Limited,Home,2023-08-25,4114835.0
S106129,"Dodson, Barton and Delgado",Germany,LLP,Fashion,2026-04-16,5223064.0
S106130,Hernandez-Beasley,India,LLP,Books,2023-04-01,7178878.0
S106131,Robinson Group,UK,Sole Proprietor,Home,2022-06-12,8988707.0
S106132,Morales Inc,Singapore,Partnership,Home,2024-01-23,4720464.0
S106133,"Mueller, Beck and Perez",Australia,Individual,Fashion,2024-03-30,4613021.0
S106134,"Wells, Diaz and Brown",Singapore,Sole Proprietor,Sports,2022-10-28,2044080.0
S106135,"Hill, Alvarez and Ward",UK,Sole Proprietor,Beauty,2024-10-17,4223662.0
S106136,Carroll-Lloyd,Canada,LLP,Books,2025-12-29,6761989.0
S106137,"Keller, Richardson and Patterson",Germany,Private Limited,Fashion,2022-09-18,3922535.0
S106138,"Adams, Jones and Miranda",Germany,Individual,Beauty,2024-04-05,7827795.0
S106139,"Peterson, Patterson and Smith",Canada,Sole Proprietor,Sports,2024-04-15,4809760.0
S106140,"Davis, Le and Vargas",Canada,Individual,Fashion,2024-02-03,9805562.0
S106141,Garza Group,UK,Sole Proprietor,Home,2024-09-19,2972248.0
S106142,"Crawford, Ballard and Brown",USA,Individual,Books,2023-01-16,8848556.0
S106143,Shepherd Inc,Germany,Private Limited,Fashion,2024-04-21,9506906.0
S106144,Jackson-Bray,Canada,Private Limited,Electronics,2024-02-26,7045308.0
S106145,"Smith, Dean and Pearson",Germany,Individual,Beauty,2025-03-11,9837943.0
S106146,Taylor Ltd,Germany,Private Limited,Fashion,2023-12-08,6374261.0
S106147,Hernandez Inc,Canada,Sole Proprietor,Sports,2025-09-08,2639058.0
S106148,Duncan Ltd,Canada,Sole Proprietor,Home,2026-02-12,9246625.0
S106149,Bullock-Oliver,USA,Private Limited,Books,2026-03-20,9325217.0
S106150,Patel-Holland,Australia,Partnership,Home,2024-03-29,9377761.0
S106151,Johnson-Friedman,Canada,Partnership,Automotive,2024-10-11,7615514.0
S106152,Lewis-Martin,Canada,Private Limited,Books,2026-05-19,7328431.0
S106153,Barry-Hall,India,LLP,Electronics,2023-05-21,4324951.0
S106154,"Galloway, Lopez and Kim",Canada,Private Limited,Electronics,2024-12-07,4268944.0
S106155,Leonard-Johnson,Canada,Private Limited,Electronics,2023-11-02,3407826.0
S106156,Dominguez-Maynard,Canada,Sole Proprietor,Automotive,2023-01-24,1469986.0
S106157,"Howell, Wong and Fisher",USA,Private Limited,Beauty,2022-01-21,542091.0
S106158,Pittman and Sons,India,Individual,Books,2023-09-02,883330.0
S106159,"Cohen, Mccullough and Wolfe",Australia,Partnership,Beauty,2022-10-28,1179757.0
S106160,Harris-Morrison,Singapore,LLP,Automotive,2025-08-28,3855556.0
S106161,"Carrillo, Murphy and Lopez",Singapore,Individual,Home,2023-08-06,9512735.0
S106162,"Powers, Floyd and Walsh",India,Private Limited,Books,2022-08-31,329888.0
S106163,Hall and Sons,USA,Sole Proprietor,Home,2025-03-23,8366569.0
S106164,Moore PLC,UK,Private Limited,Automotive,2025-01-18,7936588.0
S106165,Bell Inc,USA,Individual,Sports,2025-06-09,9112149.0
S106166,Tucker-Gray,Germany,LLP,Home,2025-10-06,6488163.0
S106167,Hart-Bryant,UK,Private Limited,Automotive,2026-05-29,2322177.0
S106168,Castillo-Dawson,UK,Individual,Books,2025-06-25,2588924.0
S106169,Taylor PLC,india,Sole Proprietor,Fashion,2023-04-24,5701130.0
S106170,Foster-Parker,Singapore,Private Limited,Electronics,2025-03-13,8178213.0
S106171,"Farmer, Crawford and Evans",Germany,Partnership,Sports,2026-06-28,1766391.0
S106172,Watkins-Mclean,Canada,LLP,Sports,2025-06-24,6772274.0
S106173,Barnes and Sons,USA,Sole Proprietor,Home,2026-05-10,9196921.0
S106174,Zamora-Simmons,Singapore,Individual,Automotive,2024-01-28,6799444.0
S106175,Scott LLC,Canada,Private Limited,Electronics,2022-06-24,8000019.0
S106176,Johnson and Sons,Australia,LLP,Fashion,2025-07-10,96609.0
S106177,Edwards-Walker,Germany,Sole Proprietor,Beauty,2024-04-17,1736177.0
S106178,Johnson Ltd,Canada,Partnership,Sports,2023-11-14,8107960.0
S106179,Proctor-Cunningham,USA,LLP,Home,2022-01-14,5244563.0
S106180,"Lopez, Marshall and Miller",USA,LLP,Beauty,2023-06-12,2071922.0
S106181,"Cunningham, Howard and Hudson",Australia,Private Limited,Books,2023-04-07,1267062.0
S106182,Walker-Harris,Australia,Private Limited,Beauty,2025-09-14,5347381.0
S106183,"Watson, Owens and Smith",Singapore,Partnership,Electronics,2022-01-27,919559.0
S106184,Bailey-Martin,Germany,Partnership,Beauty,2023-02-07,2894715.0
S106185,Ford Ltd,India,Partnership,Books,2022-05-08,3837552.0
S106186,Simmons and Sons,Germany,Individual,Home,2025-03-24,3058803.0
S106187,Castaneda PLC,India,Private Limited,Automotive,2023-11-15,9845019.0
S106188,Hendricks-Oliver,Canada,Individual,Sports,2023-02-11,8700943.0
S106189,"Pittman, Hines and Carr",Germany,Private Limited,Fashion,2024-07-30,726369.0
S106190,Livingston-Gutierrez,USA,LLP,Automotive,2023-01-12,4981213.0
S106191,Wright-Compton,Singapore,LLP,Books,2024-07-07,4858537.0
S106192,Baxter-Mcmahon,Canada,Sole Proprietor,Electronics,2026-05-16,4595511.0
S106193,Mcgee-Parker,Germany,Partnership,Electronics,2024-06-28,9018178.0
S106194,Floyd-Conner,Germany,Private Limited,Home,2023-04-07,5338400.0
S106195,Salazar-Foster,India,Individual,Automotive,2024-08-21,6988030.0
S106196,"Chapman, Mullins and Sanchez",UK,Individual,Home,2026-03-31,1246088.0
S106197,"Duffy, Green and Lane",Singapore,Partnership,Automotive,2022-03-11,9401001.0
S106198,Perez-Ibarra,Singapore,LLP,Electronics,2024-09-16,4057947.0
S106199,Baker-Fox,Australia,Private Limited,Home,2025-01-07,5873594.0
S106200,"Copeland, Lyons and Jackson",India,LLP,Books,2024-02-25,3281051.0
S106201,Williams LLC,UK,Individual,Sports,2026-07-25,1281020.0
S106202,"Fisher, Jacobs and Woods",INDIA,LLP,Sports,2022-01-03,5826616.0
S106203,Mcneil Ltd,UK,Sole Proprietor,Automotive,2022-06-11,
S106204,"Day, Khan and Aguilar",UK,Partnership,Books,2023-07-10,6633389.0
S106205,Garcia-Moore,Australia,LLP,Fashion,2025-05-18,2012483.0
S106206,Cuevas PLC,Germany,Individual,Automotive,2024-10-04,7982181.0
S106207,Anderson-Vazquez,India,Individual,Books,2022-01-24,
S106208,Dalton Inc,USA,Individual,Automotive,2023-09-30,5400811.0
S106209,Murphy-Lam,UK,Individual,Sports,2023-07-20,358281.0
S106210,"Bailey, Mitchell and Mckinney",Singapore,Private Limited,Sports,2026-06-03,9209214.0
S106211,Wood-Kennedy,USA,Private Limited,Electronics,2026-07-06,9103449.0
S106212,"Anderson, Strickland and Johnson",India,Private Limited,Sports,2024-02-23,6654455.0
S106213,Williams LLC,Singapore,Private Limited,Home,2026-02-21,719504.0
S106214,"Reynolds, Torres and Hickman",USA,Sole Proprietor,Books,2025-01-19,9356035.0
S106215,Cummings and Sons,Germany,LLP,Automotive,2025-11-21,403022.0
S106216,"Brown, Johnson and Merritt",Australia,Partnership,Sports,2025-01-11,258835.0
S106217,Rodriguez-Maxwell,USA,Partnership,Books,2022-11-19,5719795.0
S106218,Gross Group,India,Partnership,Books,2025-11-18,7387169.0
S106219,Garrison-Lin,Australia,Sole Proprietor,Fashion,2023-02-22,4021670.0
S106220,"Mann, Myers and Rivera",UK,Partnership,Fashion,2023-02-14,981030.0
S106221,Burton-Franco,USA,Sole Proprietor,Beauty,2023-09-07,4473264.0
S106222,Peters Group,Singapore,Individual,Sports,2024-11-04,946268.0
S106223,Livingston PLC,Singapore,Partnership,Beauty,2022-03-29,8532377.0
S106224,Blackburn LLC,Australia,Sole Proprietor,Sports,2024-09-16,764040.0
S106225,"Ward, Evans and Green",Canada,Private Limited,Electronics,2025-10-23,2021062.0
S106226,Sanders-Walker,Canada,Sole Proprietor,Electronics,2025-01-12,4783649.0
S106227,Walker PLC,Singapore,Private Limited,Electronics,2022-07-08,3400278.0
S106228,"Watson, Dyer and Phillips",Australia,Private Limited,Home,2024-03-09,6401389.0
S106229,Lee Group,India,Individual,Books,2025-01-05,4675093.0
S106230,Cantu Ltd,Canada,LLP,Sports,2022-04-07,5803078.0
S106231,Johnson and Sons,USA,Partnership,Fashion,2023-01-17,2051603.0
S106232,Collins LLC,India,Sole Proprietor,Automotive,2024-04-05,592718.0
S106233,Baker and Sons,UK,Partnership,Home,2025-11-01,2716440.0
S106234,"Rodriguez, Turner and Alvarado",USA,Individual,Books,2023-04-08,7941729.0
S106235,"Riley, Gordon and Steele",Australia,Individual,Beauty,2024-09-04,4624086.0
S106236,"Foster, Underwood and Guerra",UK,LLP,Books,2024-09-10,1001354.0
S106237,Arnold Ltd,Singapore,Sole Proprietor,Automotive,2025-10-22,2358320.0
S106238,Page-Prince,Australia,Private Limited,Electronics,2024-06-27,1115746.0
S106239,"Dalton, James and Aguilar",UK,Partnership,Automotive,2022-05-31,9651515.0
S106240,Hernandez Ltd,UK,Private Limited,Sports,2023-07-12,7116975.0
S106241,Lucas Group,Singapore,Partnership,Home,2024-03-04,6898024.0
S106242,Small-Brown,USA,Partnership,Fashion,2023-05-24,5531399.0
S106243,Lopez-Johnson,Australia,Sole Proprietor,Beauty,2022-01-06,6145197.0
S106244,Skinner Inc,USA,Individual,Fashion,2026-03-15,6498613.0
S106245,Perez LLC,India,Sole Proprietor,Books,2022-02-03,2226673.0
S106246,Martin PLC,india,Partnership,Home,2025-02-11,7573312.0
S106247,"Blackburn, Henderson and Morgan",India,Private Limited,Beauty,2024-11-24,6782441.0
S106248,Walton-Blair,India,LLP,Home,2022-04-17,6649665.0
S106249,Gonzalez and Sons,USA,Individual,Beauty,2024-03-21,4054822.0
S106250,"Mcknight, Hanson and Hall",Germany,Individual,Books,2022-04-01,2218718.0
S106251,Smith LLC,Australia,Sole Proprietor,Automotive,2022-06-29,7246331.0
S106252,Berry-Rodriguez,UK,Individual,Sports,2025-01-21,9911116.0
S106253,Rich and Sons,India,Individual,Home,2023-03-20,9892213.0
S106254,Robinson LLC,India,Sole Proprietor,Electronics,2022-12-04,1034860.0
S106255,Mcdonald-Jones,Singapore,Private Limited,Automotive,2022-03-01,2451866.0
S106256,"Martinez, Santana and Logan",UK,Private Limited,Electronics,2025-05-30,4450534.0
S106257,Cantu-Smith,UK,Private Limited,Automotive,2023-02-14,7768660.0
S106258,Thomas-Mendoza,Singapore,LLP,Sports,2024-08-15,6201669.0
S106259,"Reed, Cervantes and Wright",USA,Individual,Sports,2025-08-22,3181852.0
S106260,"Brown, Ramirez and Wood",Germany,Individual,Electronics,2025-06-30,8999741.0
S106261,Miller and Sons,Germany,Individual,Fashion,2024-08-07,5902176.0
S106262,Navarro PLC,Singapore,Partnership,Books,2025-09-16,5446907.0
S106263,Cabrera-Jackson,UK,LLP,Automotive,2025-04-24,2349522.0
S106264,Robinson Ltd,India,LLP,Books,2026-03-11,9392172.0
S106265,Williams PLC,Canada,LLP,Automotive,2023-08-08,5576040.0
S106266,Ellis-Potts,USA,Sole Proprietor,Electronics,2022-09-12,9402256.0
S106267,"Pacheco, Robles and Lowery",India,Sole Proprietor,Electronics,2026-01-11,9244317.0
S106268,Davis Ltd,Canada,Partnership,Books,2025-07-12,5928585.0
S106269,Rosario Ltd,Canada,Private Limited,Books,2023-08-03,5589355.0
S106270,Carter LLC,Germany,Partnership,Fashion,2022-12-10,6274257.0
S106271,Gonzales Ltd,USA,Individual,Beauty,2025-06-16,8355419.0
S106272,Hendricks-Green,India,LLP,Automotive,2024-04-14,6423432.0
S106273,"Ford, Parsons and Garcia",India,Private Limited,Home,2024-04-16,1770485.0
S106274,May-Vazquez,Singapore,Partnership,Home,2022-10-13,5244174.0
S106275,Summers-Gutierrez,Canada,Partnership,Electronics,2024-07-05,225909.0
S106276,"Buchanan, Burke and Atkins",UK,Partnership,Home,2025-08-04,2638109.0
S106277,Williams-Ward,Singapore,Partnership,Beauty,2022-02-02,2249188.0
S106278,"Perez, Brennan and Alexander",USA,LLP,Home,2022-05-09,6189999.0
S106279,"Harrison, Hernandez and Wagner",Canada,LLP,Electronics,2022-05-26,6332376.0
S106280,White LLC,USA,Individual,Electronics,2024-06-22,3915461.0
S106281,"Williams, Sosa and Casey",Australia,Individual,Beauty,2024-10-14,1625202.0
S106282,Cruz-Chang,UK,Partnership,Electronics,2023-12-12,8884199.0
S106283,Marquez-Melendez,Germany,Sole Proprietor,Electronics,2024-02-04,2213397.0
S106284,"Stevenson, Valentine and Washington",USA,LLP,Books,2022-06-03,3559606.0
S106285,"Lopez, Berry and Shepard",USA,Sole Proprietor,Books,2023-09-22,7471194.0
S106286,Garcia Inc,Canada,LLP,Electronics,2025-12-24,6347767.0
S106287,Krause Inc,UK,LLP,Fashion,2022-07-18,5416594.0
S106288,"Ellis, Palmer and Young",Australia,Partnership,Sports,2022-04-22,5407265.0
S106289,Haas-Tran,Australia,Partnership,Electronics,2025-03-18,1391370.0
S106290,"Mendez, Caldwell and Macdonald",Singapore,Sole Proprietor,Automotive,2025-03-24,8967377.0
S106291,Gibson Inc,Germany,Partnership,Automotive,2023-09-08,6838325.0
S106292,Carter-Johnson,Canada,Private Limited,Beauty,2023-11-08,6565318.0
S106293,"Cantu, George and Gomez",India,Sole Proprietor,Fashion,2023-02-03,5456778.0
