seller_id,orders,sales,returns,refunds
S105025,398,170344,35,52675
S105026,470,1017550,27,34236
S105027,246,139974,42,27048
S105028,254,150622,1,1594
S105029,89,78409,0,0
S105030,338,606710,3,4485
S105031,311,341478,24,43704
S105032,83,178699,13,23920
S105033,160,336320,2,1766
S105034,460,456780,69,71277
S105035,6,7344,1,1913
S105036,115,250700,15,28920
S105037,478,329820,58,63626
S105038,163,205869,17,21624
S105039,116,161936,11,7293
S105040,335,279055,37,59274
S105041,34,17952,6,9858
S105042,423,617580,59,30503
S105043,263,351894,1,776
S105044,362,297926,4,2064
S105045,40,43440,7,5838
S105046,253,137126,42,39606
S105047,148,93536,21,32193
S105048,413,716968,80,143120
S105049,201,457074,2,2156
S105050,376,436160,10,10620
S105051,129,184470,12,21552
S105052,468,749268,61,94062
S105053,390,900900,51,26316
S105054,279,473742,30,47790
S105055,149,207110,16,19072
S105056,209,193116,22,8822
S105057,87,213324,8,14888
S105058,165,124740,5,6660
S105059,174,240468,32,13984
S105060,334,377420,33,26400
S105061,287,350714,5,9895
S105062,53,79871,1,307
S105063,21,38073,3,4155
S105064,81,121095,2,3432
S105065,468,1085760,51,48501
S105066,355,483865,6,9870
S105067,133,142443,14,24080
S105068,70,53690,5,5070
S105069,23,27071,4,6424
S105070,221,543660,1,553
S105071,35,72660,2,910
S105072,276,623484,16,5984
S105073,447,890871,32,46848
S105074,79,86189,1,1224
S105075,127,244983,21,33474
S105076,189,379701,8,3016
S105077,67,61573,9,7335
S105078,295,459020,53,56074
S105079,494,391248,24,38256
S105080,36,54864,4,7384
S105081,452,1071692,80,138480
S105082,346,197912,60,26040
S105083,361,876508,30,58110
S105084,9,10332,0,0
S105085,206,107532,6,4314
S105086,380,549100,60,67680
S105087,173,430251,17,17289
S105088,235,479635,10,4380
S105089,359,207502,40,24960
S105090,15,32595,0,0
S105091,476,1006264,75,148350
S105092,215,176945,12,17112
S105093,417,921570,31,52266
S105094,459,722466,28,26936
S105095,401,947162,9,15525
S105096,47,22748,2,3666
S105097,491,655976,39,46683
S105098,234,141336,17,21454
S105099,369,352395,73,29346
S105100,408,435744,24,45816
S105101,265,210940,41,30463
S105102,290,372360,28,16044
S105103,289,252586,35,45640
S105104,201,285822,10,6050
S105105,463,376419,6,8244
S105106,475,360525,93,80910
S105107,481,708994,5,7590
S105108,421,537196,2,2290
S105109,466,705524,69,45195
S105110,402,955152,16,26592
S105111,41,59204,8,7096
S105112,198,274230,18,20052
S105113,89,199983,15,7260
S105114,130,135330,11,10098
S105115,462,915684,87,69426
S105116,118,71862,15,8385
S105117,241,306311,4,2300
S105118,379,682579,55,80520
S105119,441,880236,49,24206
S105120,364,571480,50,77050
S105121,457,849106,50,26300
S105122,131,140694,21,23163
S105123,414,868572,82,147272
S105124,324,211248,40,30760
S105125,96,105216,0,0
S105126,112,46816,0,0
S105127,272,337824,37,41736
S105128,407,351648,42,54348
S105129,159,252015,14,25438
S105130,134,123146,17,23477
S105131,48,43392,8,7448
S105132,448,911680,88,149424
S105133,92,226872,5,1640
S105134,56,33992,7,3899
S105135,91,209846,3,5502
S105136,396,287496,52,46020
S105137,271,648232,35,59185
S105138,310,419740,14,22708
S105139,249,331170,49,32928
S105140,15,17130,2,1460
S105141,169,227474,26,24596
S105142,384,595968,0,0
S105143,357,825741,68,77724
S105144,421,735908,53,20405
S105145,252,385560,4,4624
S105146,274,204678,40,18200
S105147,117,184158,13,18889
S105148,265,403595,5,7850
S105149,389,692420,47,32947
S105150,270,360990,51,25551
S105151,498,1195698,43,69015
S105152,28,12684,5,7440
S105153,171,354483,5,4140
S105154,286,139854,42,18984
S105155,301,381668,39,33540
S105156,103,163255,19,14991
S105157,271,638476,5,3890
S105158,384,549888,38,30210
S105159,289,253164,21,34755
S105160,397,503793,52,68692
S105161,180,244080,22,34518
S105162,134,293594,9,8568
S105163,244,453352,11,19140
S105164,219,229731,7,12922
S105165,327,391746,27,50301
S105166,460,1092040,79,89033
S105167,3,2964,0,0
S105168,59,101657,5,8075
S105169,268,380024,48,19488
S105170,57,45315,11,20977
S105171,423,884493,37,71965
S105172,384,841344,28,15540
S105173,94,62228,4,5572
S105174,127,166624,23,10695
S105175,495,199980,90,139860
S105176,430,258860,82,90938
S105177,408,410448,75,70725
S105178,495,433620,17,27302
S105179,138,62514,18,11952
S105180,324,219672,5,2135
S105181,341,176297,8,6408
S105182,395,367350,47,32477
S105183,37,30451,2,3010
S105184,369,221400,32,39936
S105185,458,500594,59,105433
S105186,6,2724,0,0
S105187,334,274882,64,66048
S105188,37,43882,2,2088
S105189,342,173052,46,36570
S105190,436,229772,28,23184
S105191,206,366062,32,30592
S105192,186,350238,1,1859
S105193,428,485352,36,27972
S105194,375,818625,4,3720
S105195,52,42432,0,0
S105196,226,324084,2,2902
S105197,219,131619,3,2715
S105198,325,563875,15,8745
S105199,483,958272,90,104760
S105200,137,324279,17,29733
S105201,139,228516,21,15813
S105202,247,487084,7,2604
S105203,297,299673,23,43516
S105204,290,446310,18,19116
S105205,80,177200,3,2550
S105206,267,185832,42,73836
S105207,450,563400,38,72428
S105208,481,377104,47,60959
S105209,371,301623,17,25653
S105210,41,45797,6,8634
S105211,137,329485,22,11550
S105212,198,477576,6,2700
S105213,19,10754,3,4677
S105214,287,532385,4,5916
S105215,91,74984,17,7140
S105216,137,188649,18,34470
S105217,302,659870,37,22977
S105218,323,776815,15,18195
S105219,223,269161,16,11904
S105220,57,134463,5,2955
S105221,115,60950,6,10728
S105222,472,905768,85,52190
S105223,213,92016,11,20955
S105224,140,344680,13,20020
S105225,195,402480,15,24795
S105226,177,430641,12,22164
S105227,159,336285,9,7002
S105228,94,70782,12,16584
S105229,484,529012,36,67644
S105230,50,110250,5,4050
S105231,108,103680,17,32351
S105232,420,648060,4,5996
S105233,484,632104,77,137599
S105234,131,129297,25,19950
S105235,186,96720,13,10010
S105236,96,204288,10,11340
S105237,140,107380,17,9418
S105238,196,201880,13,4030
S105239,473,508948,57,21831
S105240,255,635715,40,79920
S105241,346,688194,68,103428
S105242,41,23616,0,0
S105243,403,927706,20,30700
S105244,388,440768,32,60896
S105245,68,40392,13,25298
S105246,194,237262,36,71928
S105247,214,514242,28,21224
S105248,306,344556,50,81450
S105249,114,130872,20,19680
S105250,60,54360,2,2298
S105251,398,980672,27,21384
S105252,400,311600,56,108640
S105253,358,556690,29,11310
S105254,44,105512,1,1953
S105255,440,301400,5,5665
S105256,164,108732,30,53850
S105257,428,701064,43,61619
S105258,20,46540,2,944
S105259,455,970970,36,65412
S105260,312,348816,28,21392
S105261,12,21612,1,1496
S105262,107,93197,19,16853
S105263,64,133312,0,0
S105264,74,60976,8,3944
S105265,371,419972,46,75394
S105266,238,441252,35,54460
S105267,469,198387,4,6792
S105268,38,80826,7,10136
S105269,8,17608,0,0
S105270,173,353093,9,6831
S105271,387,307278,21,26481
S105272,386,938366,69,58236
S105273,494,299364,14,15610
S105274,392,963928,78,100698
S105275,459,454410,87,165126
S105276,228,380304,34,34986
S105277,194,141232,14,15330
S105278,196,207172,26,17160
S105279,287,634557,12,10848
S105280,464,721056,69,86595
S105281,200,187400,5,7285
S105282,464,436160,9,4230
S105283,346,351536,12,15720
S105284,430,1061240,43,64758
S105285,366,161772,12,6876
S105286,432,888624,84,27048
S105287,75,127800,6,3738
S105288,407,610907,70,62440
S105289,8,14672,0,0
S105290,255,130815,37,69079
S105291,76,154052,11,4543
S105292,193,295869,34,67252
S105293,457,460656,25,42000
S105294,252,488376,6,10290
S105295,113,217412,15,20385
S105296,92,190532,2,3436
S105297,479,572405,20,29660
S105298,146,107310,2,972
S105299,365,760660,67,78055
S105300,196,99176,36,33552
S105301,441,804384,9,10656
S105302,261,158949,52,47424
S105303,11,19888,0,0
S105304,313,340231,45,28215
S105305,250,562250,10,13940
S105306,200,436800,15,28350
S105307,146,269224,28,45024
S105308,117,61776,0,0
S105309,140,338660,1,750
S105310,404,364812,73,64094
S105311,354,295590,48,44064
S105312,370,560180,33,23067
S105313,116,201608,17,33779
S105314,395,640690,23,21068
S105315,220,484440,3,5802
S105316,401,612327,40,12960
S105317,140,191660,15,29400
S105318,101,240178,2,3294
S105319,64,111488,6,8874
S105320,370,275280,12,3864
S105321,362,518022,60,96660
S105322,148,264328,27,21195
S105323,393,328548,65,36530
S105324,154,323554,25,43275
S105325,423,986859,7,3556
S105326,234,575640,35,17605
S105327,118,219952,20,16800
S105328,111,106116,2,2786
S105329,436,305636,16,18576
S105330,148,127132,11,4268
S105331,458,1037828,78,75816
S105332,209,502645,23,36754
S105333,325,747175,54,79056
S105334,396,271260,22,8668
S105335,53,70013,5,6705
S105336,110,174460,5,2965
S105337,448,1111488,18,19476
S105338,400,828800,12,18180
S105339,334,574146,21,20580
S105340,130,251420,16,19232
S105341,71,176009,1,694
S105342,220,203060,9,10809
S105343,485,1035960,59,87320
S105344,87,194097,1,1673
S105345,172,249744,4,2928
S105346,451,526768,14,16786
S105347,300,467100,47,55413
S105348,78,108732,7,11900
S105349,208,257712,26,38558
S105350,437,178733,43,12986
S105351,248,321904,4,3736
S105352,139,108976,4,1400
S105353,149,327502,9,10125
S105354,127,222250,5,4120
S105355,434,890568,80,130400
S105356,197,232854,9,4257
S105357,392,782824,2,1454
S105358,471,1156776,0,0
S105359,451,181753,57,42408
S105360,410,824920,82,136038
S105361,448,768768,12,5664
S105362,486,612360,25,15675
S105363,235,349680,16,24624
S105364,240,461040,2,1088
S105365,464,765136,67,45627
S105366,497,383684,95,125875
S105367,273,154245,44,83776
S105368,290,639160,39,14469
S105369,325,219050,34,27132
S105370,444,1074480,31,55831
S105371,394,743478,57,48507
S105372,6,2664,0,0
S105373,79,170324,7,5432
S105374,406,242788,3,5529
S105375,39,41808,0,0
S105376,439,432415,70,94500
S105377,353,328643,4,1520
S105378,482,899412,42,14658
S105379,278,512910,25,38900
S105380,46,112746,7,13804
S105381,359,684254,33,35442
S105382,95,199975,2,1480
S105383,85,85680,3,3570
S105384,406,464058,68,22304
S105385,490,360150,48,31872
S105386,48,112032,3,5322
S105387,8,3320,0,0
S105388,35,47740,4,7364
S105389,441,966231,16,28800
S105390,171,239400,34,29410
S105391,147,191394,13,15392
S105392,169,169507,3,2460
S105393,54,22734,2,2242
S105394,450,213300,28,22596
S105395,423,225459,81,99873
S105396,387,760068,45,17550
S105397,9,20754,0,0
S105398,122,151402,22,32098
S105399,461,888347,13,16549
S105400,274,130424,47,20304
S105401,133,163989,2,1314
S105402,404,411676,17,33660
S105403,447,1096938,14,21462
S105404,283,263190,49,54488
S105405,490,766850,90,50220
S105406,179,180790,27,16362
S105407,143,219219,21,39858
S105408,269,539883,12,18336
S105409,323,803624,56,70728
S105410,364,290108,40,42840
S105411,168,152040,3,5580
S105412,428,250808,15,20565
S105413,1,1351,1,1179
S105414,240,242640,5,4890
S105415,93,143313,0,0
S105416,457,605982,90,125550
S105417,120,223200,4,5276
S105418,438,744162,51,23766
S105419,230,169050,42,29946
S105420,293,668626,58,98426
S105421,314,610730,31,17639
S105422,386,887800,57,18753
S105423,479,718021,10,6740
S105424,448,769664,51,31467
S105425,391,579462,65,121615
S105426,230,158700,38,58520
S105427,446,549026,45,85365
S105428,242,259908,22,25168
S105429,338,471848,62,121148
S105430,4,2316,0,0
S105431,60,62880,3,4167
S105432,406,266336,75,82650
S105433,95,203585,6,9828
S105434,116,249516,11,20856
S105435,368,467728,66,125136
S105436,141,336426,14,16982
S105437,120,166680,20,21760
S105438,82,102418,9,5976
S105439,320,586880,19,26619
S105440,305,656360,27,48951
S105441,0,0,1,1220
S105442,373,665059,27,16686
S105443,177,328512,29,20851
S105444,284,266108,18,6138
S105445,420,943320,75,129525
S105446,98,190120,10,6810
S105447,391,967334,76,112936
S105448,258,486072,40,38720
S105449,20,37460,4,2524
S105450,348,197664,50,88550
S105451,471,580272,31,40207
S105452,30,59550,5,9865
S105453,233,203409,1,863
S105454,69,119715,5,9785
S105455,248,586272,12,21252
S105456,458,463496,15,26400
S105457,432,882144,19,35454
S105458,287,323736,13,4680
S105459,400,214800,29,30450
S105460,188,419428,5,4200
S105461,397,437891,15,23355
S105462,86,116358,13,10855
S105463,198,401742,25,10450
S105464,144,274752,17,25840
S105465,128,226432,7,13671
S105466,77,115346,7,7336
S105467,228,567492,44,60720
S105468,134,302974,24,43824
S105469,57,109725,11,20471
S105470,142,121552,11,16984
S105471,254,103124,41,41902
S105472,442,639574,10,7500
S105473,156,286416,14,5306
S105474,152,283176,20,15320
S105475,122,205936,13,15093
S105476,362,691058,58,109388
S105477,442,442884,54,104004
S105478,349,405887,45,83700
S105479,211,231678,25,47725
S105480,183,322446,36,39420
S105481,413,414652,42,46368
S105482,337,196134,65,31460
S105483,2,3438,1,1974
S105484,407,1002034,6,1914
S105485,156,287040,12,10356
S105486,41,82697,1,1215
S105487,342,712386,36,30492
S105488,121,112651,19,5909
S105489,240,496320,20,28940
S105490,67,95408,11,9746
S105491,376,934736,62,77996
S105492,403,605306,72,104400
S105493,400,718800,32,58624
S105494,275,506550,3,3348
S105495,495,1138995,85,114835
S105496,406,274456,32,28800
S105497,493,1075233,34,57426
S105498,298,478886,41,41820
S105499,410,416970,33,46893
S105500,331,600434,15,5790
S105501,222,164280,22,36432
S105502,116,179916,7,5425
S105503,490,1005480,49,62328
S105504,434,357616,85,55930
S105505,282,203604,3,5109
S105506,224,156576,1,1936
S105507,406,584234,65,37440
S105508,154,129514,15,21885
S105509,144,278928,21,38556
S105510,191,220987,11,11209
S105511,196,397292,10,15480
S105512,186,205716,13,23985
S105513,1,1894,0,0
S105514,176,132000,14,9240
S105515,253,112332,32,41696
S105516,423,487719,41,69126
S105517,350,572600,51,56763
S105518,79,85004,7,2681
S105519,277,551507,50,26800
S105520,480,850080,66,125598
S105521,291,307878,21,8316
S105522,243,187839,12,8220
S105523,102,182580,19,32319
S105524,236,401436,8,5944
S105525,432,811728,58,86246
S105526,196,373380,37,26899
S105527,41,67773,1,1831
S105528,499,1141213,6,7470
S105529,242,451814,41,51578
S105530,372,576228,4,6260
S105531,112,222768,22,6754
S105532,92,151248,4,1468
S105533,38,28728,7,11774
S105534,16,15216,2,3682
S105535,199,195418,13,14001
S105536,156,91416,26,47086
S105537,421,524987,65,74230
S105538,483,600852,54,17280
S105539,470,905690,61,55632
S105540,242,137214,28,32088
S105541,494,1154478,6,4842
S105542,43,24123,0,0
S105543,168,149184,7,3297
S105544,451,497453,62,109864
S105545,233,508639,6,4290
S105546,260,536120,49,60319
S105547,73,95995,10,14430
S105548,334,407480,45,64440
S105549,458,989738,43,44634
S105550,275,184525,50,99050
S105551,66,163614,4,5588
S105552,469,816529,91,89817
S105553,16,27760,3,2427
S105554,190,250800,0,0
S105555,210,463890,33,39699
S105556,113,181252,2,914
S105557,12,26388,0,0
S105558,156,156156,17,32317
S105559,495,964755,98,87220
S105560,384,275328,11,21659
S105561,250,216750,14,20482
S105562,97,194000,6,2484
S105563,470,1156670,86,89440
S105564,257,245949,47,90898
S105565,179,176852,33,19470
S105566,404,355924,20,11760
S105567,266,176624,27,48789
S105568,59,63425,10,7340
S105569,105,112875,18,14886
S105570,336,290976,35,38115
S105571,428,174624,0,0
S105572,283,496665,6,8226
S105573,387,322371,41,72570
S105574,232,553784,23,8510
S105575,483,729330,11,5742
S105576,316,144412,41,12833
S105577,254,328930,7,4557
S105578,202,220382,8,14240
S105579,101,215938,13,18447
S105580,482,1143304,85,48195
S105581,297,373923,26,20956
S105582,385,349580,61,82350
S105583,223,141159,35,57540
S105584,259,238798,41,30176
S105585,429,268554,6,6144
S105586,74,77034,3,4044
S105587,293,308236,57,51414
S105588,37,39109,5,9775
S105589,388,821008,24,29784
S105590,129,306762,12,7056
S105591,221,466973,4,5380
S105592,153,88893,23,37053
S105593,255,151470,34,60928
S105594,252,300888,29,12702
S105595,49,96236,1,1303
S105596,131,116197,7,7322
S105597,354,366036,57,17670
S105598,426,201498,67,123749
S105599,243,603369,0,0
S105600,93,144987,0,0
S105601,480,1142880,13,15054
S105602,95,131100,8,10520
S105603,173,289775,34,11594
S105604,2,2012,0,0
S105605,414,898380,63,40131
S105606,208,95888,34,48892
S105607,215,134805,4,4392
S105608,12,28332,0,0
S105609,106,236168,1,1415
S105610,481,858104,18,32112
S105611,425,240550,80,134960
S105612,312,778752,52,26884
S105613,383,333976,39,61152
S105614,25,14650,0,0
S105615,405,906795,11,4642
S105616,412,358028,23,36708
S105617,214,470158,25,11225
S105618,452,395952,71,45298
S105619,268,316776,42,19992
S105620,7,8701,0,0
S105621,105,73710,0,0
S105622,492,684372,41,52767
S105623,159,138330,11,8118
S105624,32,55840,5,6585
S105625,228,91884,31,23653
S105626,119,49028,2,3192
S105627,316,363084,62,98704
S105628,329,318472,9,7254
S105629,499,424649,93,35526
S105630,112,87360,12,8364
S105631,459,227664,80,122160
S105632,278,433958,47,19317
S105633,256,545792,13,4979
S105634,376,527904,51,95676
S105635,144,243504,17,33082
S105636,386,692484,54,81594
S105637,99,150975,8,15808
S105638,19,41724,2,2794
S105639,214,180188,34,51986
S105640,127,112903,18,11124
S105641,299,365677,5,7435
S105642,437,1085945,16,18800
S105643,333,420579,5,3430
S105644,173,253099,0,0
S105645,55,56870,3,3567
S105646,49,104713,6,2256
S105647,104,135408,7,10192
S105648,230,105340,44,41360
S105649,344,843144,52,25376
S105650,415,740775,53,92220
S105651,363,638880,25,40775
S105652,51,49062,3,2715
S105653,39,68445,7,8939
S105654,173,73871,7,5768
S105655,347,520153,15,17130
S105656,288,375840,2,2442
S105657,390,944190,10,6370
S105658,101,111908,3,1926
S105659,224,420672,40,79920
S105660,19,18430,2,1800
S105661,258,630552,41,69618
S105662,443,547548,61,41358
S105663,495,497475,58,73602
S105664,329,188846,11,10615
S105665,186,101742,3,5085
S105666,164,199588,31,36177
S105667,331,266786,29,10585
S105668,376,310200,55,65890
S105669,250,230500,45,77940
S105670,476,238476,90,119700
S105671,2,3976,1,1482
S105672,83,197042,3,3237
S105673,237,243873,45,69345
S105674,214,190674,14,25984
S105675,197,117806,36,34380
S105676,323,405688,26,22100
S105677,309,356277,13,4030
S105678,496,999440,60,91740
S105679,148,311392,14,10304
S105680,102,67626,12,15432
S105681,442,312494,81,120042
S105682,493,815915,50,57700
S105683,58,78126,3,5433
S105684,294,279888,50,57800
S105685,76,68324,6,10818
S105686,244,433344,11,11858
S105687,143,135278,20,35240
S105688,430,819150,85,69360
S105689,188,214320,22,12584
S105690,130,90740,12,5472
S105691,198,392832,15,19920
S105692,249,287097,15,21990
S105693,183,137250,30,51330
S105694,137,233585,20,8800
S105695,404,601152,67,30686
S105696,120,120000,23,38617
S105697,492,1068624,59,95816
S105698,462,568722,26,21138
S105699,146,133006,13,18304
S105700,106,234896,17,27387
S105701,302,300188,25,25975
S105702,147,277536,28,17500
S105703,251,599388,7,11886
S105704,326,400328,22,7964
S105705,351,431028,8,6064
S105706,464,628256,14,4200
S105707,125,157875,14,11284
S105708,370,499870,49,23618
S105709,300,215100,51,37944
S105710,430,716380,29,15718
S105711,220,193380,30,58140
S105712,111,130980,18,25110
S105713,272,374000,10,10060
S105714,164,101516,6,2724
S105715,282,538902,9,12744
S105716,232,556336,24,40224
S105717,120,294360,4,3904
S105718,103,55723,15,28275
S105719,238,509796,0,0
S105720,116,126208,13,23192
S105721,274,415110,14,7238
S105722,40,61000,0,0
S105723,215,124055,17,18292
S105724,238,334152,11,7678
S105725,210,489930,1,1058
S105726,483,683445,53,93386
S105727,326,274818,2,1974
S105728,58,110606,1,1790
S105729,466,565258,33,51546
S105730,493,321929,58,102602
S105731,74,80956,5,4905
S105732,346,252926,39,42549
S105733,327,190314,52,25532
S105734,465,822585,85,159545
S105735,471,647625,24,42720
S105736,319,641190,14,9716
S105737,117,93834,14,9352
S105738,170,208250,13,20189
S105739,254,220980,36,71532
S105740,440,287760,19,32832
S105741,460,445280,83,61586
S105742,103,121231,8,11336
S105743,134,293192,0,0
S105744,479,1021707,5,3650
S105745,0,0,1,759
S105746,262,552296,16,24048
S105747,324,354132,63,98406
S105748,73,108113,2,3242
S105749,269,220042,32,33888
S105750,394,786818,6,9222
S105751,483,400890,87,122844
S105752,449,671704,33,22011
S105753,13,26273,2,1162
S105754,326,613206,49,51303
S105755,65,53625,9,6426
S105756,0,0,1,1289
S105757,350,616000,13,10764
S105758,367,835659,22,40832
S105759,217,529480,34,59976
S105760,291,182748,17,14042
S105761,86,87978,0,0
S105762,224,454496,35,50645
S105763,128,319744,25,12325
S105764,299,146211,12,8868
S105765,33,75702,5,2610
S105766,417,238524,24,40824
S105767,185,153920,27,22545
S105768,456,860472,32,35456
S105769,439,763860,28,21308
S105770,314,217916,54,60102
S105771,13,16458,1,1627
S105772,354,440376,13,4264
S105773,90,172890,3,1419
S105774,354,790482,26,24726
S105775,100,232800,15,19155
S105776,409,299388,23,21436
S105777,387,361845,4,7024
S105778,438,759930,40,39840
S105779,156,287508,23,7475
S105780,150,111600,17,8177
S105781,22,53130,2,1734
S105782,404,572064,68,110500
S105783,238,107338,37,49358
S105784,336,405216,63,89586
S105785,111,114996,2,2960
S105786,480,229440,2,3084
S105787,115,253575,7,9380
S105788,340,212500,30,24030
S105789,393,532515,60,33180
S105790,447,543552,23,29900
S105791,289,162129,13,22438
S105792,350,472150,21,13629
S105793,173,219364,2,1816
S105794,310,211420,2,688
S105795,272,234736,18,29880
S105796,435,822585,65,111085
S105797,80,98240,0,0
S105798,343,680169,2,2178
S105799,152,154128,14,17920
S105800,74,142894,9,7821
S105801,250,286500,4,3572
S105802,468,382356,23,42366
S105803,251,124747,10,19610
S105804,426,416628,72,121752
S105805,176,404976,8,11320
S105806,192,338688,21,32634
S105807,13,14261,1,1745
S105808,388,786088,57,30495
S105809,456,945288,64,61824
S105810,266,173698,35,31150
S105811,436,370600,60,35280
S105812,452,1125028,50,42300
S105813,500,953500,44,20416
S105814,260,172380,18,30366
S105815,105,69510,6,4740
S105816,80,83040,2,3450
S105817,375,268875,60,26640
S105818,31,69347,1,415
S105819,387,651321,43,70950
S105820,191,311903,6,9582
S105821,448,630336,74,107300
S105822,43,103845,1,855
S105823,410,878630,34,21828
S105824,46,54694,9,11106
S105825,396,648252,17,13855
S105826,179,442846,34,57426
S105827,267,264063,8,9624
S105828,381,239268,63,47187
S105829,132,159720,26,19838
S105830,90,216810,4,2264
S105831,64,34624,3,4668
S105832,26,59618,3,4932
S105833,492,1099620,20,19400
S105834,144,239760,18,9270
S105835,422,929666,75,47850
S105836,69,44574,3,3195
S105837,381,318897,35,36015
S105838,454,916172,16,14032
S105839,234,404820,29,24070
S105840,13,28366,0,0
S105841,256,503296,11,19184
S105842,224,510272,23,36386
S105843,217,337001,15,13035
S105844,198,182754,1,1204
S105845,383,400235,46,21988
S105846,5,7425,0,0
S105847,401,866561,68,56440
S105848,183,381555,35,38850
S105849,10,4060,1,576
S105850,231,336567,39,56745
S105851,284,589300,5,3955
S105852,326,430320,59,20945
S105853,263,138338,16,30832
S105854,321,170451,34,64498
S105855,476,899164,6,6780
S105856,344,814936,29,33263
S105857,100,109900,9,15822
S105858,445,513530,1,727
S105859,223,439979,28,14840
S105860,135,135675,1,440
S105861,379,814850,42,53802
S105862,216,244944,32,55456
S105863,161,387366,31,37603
S105864,360,436680,71,124463
S105865,416,286624,28,53396
S105866,145,128760,13,11531
S105867,93,225060,3,3417
S105868,393,718404,61,121695
S105869,36,43056,2,3898
S105870,273,388752,18,12780
S105871,279,264492,28,39396
S105872,186,361956,32,24800
S105873,36,83880,4,5664
S105874,82,199096,12,20568
S105875,445,398275,7,3122
S105876,151,141789,28,8680
S105877,75,85725,10,15850
S105878,1,2210,1,1134
S105879,182,150514,34,66300
S105880,482,927368,9,10368
S105881,194,232800,16,26480
S105882,78,146406,10,8300
S105883,99,154242,2,2598
S105884,386,164822,43,28767
S105885,464,1126128,26,48854
S105886,8,5856,1,1776
S105887,196,208544,4,2368
S105888,144,178848,21,38325
S105889,76,36100,7,3066
S105890,359,828931,27,37935
S105891,366,181902,17,28101
S105892,65,63830,12,15804
S105893,260,528840,36,20016
S105894,76,80332,7,11662
S105895,18,10242,1,1703
S105896,379,299410,10,3160
S105897,409,426996,54,88074
S105898,458,866994,36,20016
S105899,33,54285,3,3945
S105900,425,915450,13,14092
S105901,335,486755,61,36783
S105902,407,728937,31,48763
S105903,120,173760,5,5345
S105904,459,720171,7,2646
S105905,257,608319,43,66650
S105906,41,91184,4,2716
S105907,471,194994,60,62880
S105908,91,158067,12,21276
S105909,389,551991,50,35350
S105910,362,160728,24,10536
S105911,9,19134,0,0
S105912,46,59662,0,0
S105913,311,652478,25,15875
S105914,84,35112,13,10075
S105915,342,556776,61,105835
S105916,2,1770,0,0
S105917,119,218246,5,6565
S105918,341,801691,52,45032
S105919,94,205108,8,15112
S105920,304,368448,36,15084
S105921,329,725445,8,6080
S105922,66,156618,5,8780
S105923,122,163602,10,12920
S105924,107,209399,3,1188
S105925,191,78501,34,66300
S105926,153,223839,1,1076
S105927,266,441560,19,13756
S105928,179,136219,2,2880
S105929,213,297987,42,58926
S105930,490,898660,70,133980
S105931,188,152280,10,16130
S105932,309,151410,26,26572
S105933,23,13317,0,0
S105934,422,744830,71,109269
S105935,84,183036,13,22321
S105936,427,273280,76,76228
S105937,475,920550,22,22440
S105938,291,370443,41,36531
S105939,378,715932,51,58956
S105940,449,940206,27,34668
S105941,88,136664,7,9849
S105942,24,41160,4,1480
S105943,329,389865,57,65379
S105944,222,423132,40,14200
S105945,430,1022540,65,50570
S105946,347,571856,31,25420
S105947,285,345705,33,60390
S105948,107,165636,16,11888
S105949,0,0,1,516
S105950,86,152048,17,31416
S105951,380,597360,45,81855
S105952,430,689720,30,13470
S105953,396,510840,62,116312
S105954,456,702240,23,44344
S105955,30,27540,5,9350
S105956,331,312133,65,30160
S105957,442,246194,65,110630
S105958,282,465018,15,29925
S105959,275,383625,11,19349
S105960,350,270900,24,14112
S105961,40,56080,1,1479
S105962,483,328923,2,3194
S105963,497,1150058,46,31372
S105964,355,842415,71,111044
S105965,384,777600,18,24894
S105966,276,429456,30,40050
S105967,348,313200,43,59211
S105968,302,614268,35,35630
S105969,310,442680,9,4410
S105970,248,260896,26,45474
S105971,320,175040,20,10040
S105972,107,182970,19,8911
S105973,87,92568,7,3836
S105974,434,188356,58,77314
S105975,147,304437,13,22568
S105976,309,555273,24,41976
S105977,52,114972,1,1403
S105978,83,106655,5,6570
S105979,107,99724,20,25300
S105980,449,1046170,35,16485
S105981,125,274750,7,13937
S105982,39,95277,7,2205
S105983,192,426624,20,23580
S105984,55,90640,9,15174
S105985,18,28134,2,2834
S105986,149,283547,21,12033
S105987,58,39788,2,3132
S105988,423,709794,35,25200
S105989,493,895781,34,11968
S105990,30,65640,1,1745
S105991,44,107316,4,7420
S105992,273,210483,38,13034
S105993,414,820962,3,3912
S105994,456,922944,7,12551
S105995,148,274244,13,13377
S105996,31,26629,3,2406
S105997,281,511420,47,59502
S105998,127,86487,19,30134
S105999,210,339150,29,49648
S106000,8,6568,1,1700
S106001,183,101199,32,61760
S106002,69,89148,7,12320
S106003,277,382260,32,33376
S106004,393,427191,48,93456
S106005,104,196144,6,3774
S106006,176,383504,21,29631
S106007,398,506654,15,17985
S106008,482,608766,4,6056
S106009,2,1412,0,0
S106010,424,693664,55,77605
S106011,346,153970,6,10152
S106012,117,245115,19,9253
S106013,186,333684,17,33575
S106014,75,161625,1,622
S106015,222,535242,25,39575
S106016,347,234919,43,20511
S106017,287,190281,37,29489
S106018,126,96390,21,8316
S106019,139,187233,25,20300
S106020,234,357786,24,23304
S106021,317,240920,27,13230
S106022,214,255088,32,15648
S106023,91,188097,2,3790
S106024,143,57200,18,11124
S106025,155,275435,16,16400
